Company Common Name,Instrument,Issuer Ticker
Kennametal Inc,KMT.N,KMT
Rupert Resources Ltd,RUP.TO,
Blackrock Income Trust Inc,BKT.N,
H & R Block Inc,HRB.N,HRB
Kewaunee Scientific Corp,KEQU.OQ,KEQU
Key Tronic Corp,KTCC.OQ,KTCC
KeyCorp,KEY.N,KEY
O3 Mining Inc,OIII.V^C25,
BlackPearl Resources Inc,PXX.TO^L18,IPCOB
Kimball International Inc,KBAL.OQ^F23,HNILN
Kimberly-Clark Corp,KMB.OQ,KMB
Hansa Investment Company Ltd,HAN.L,HANX
NioCorp Developments Ltd,NB.OQ,
Kirby Corp,KEX.N,KEX
Blue Dolphin Energy Co,BDCO.PK,BDCO
Bob Evans Farms Inc,BOBE.OQ^A18,POSTV
OfficeMax Inc,OMX.N^K13,ODPOF
Bombardier Inc,BBDb.TO,BBD
Klondex Mines Unlimited Liability Co (Pre-Merger),KDX.TO^G18,
Koss Corp,KOSS.OQ,KOSS
Boralex Inc,BLX.TO,BLXX
Kroger Co,KR.N,KR
LKA Gold Inc,LKAI.PK,LKAI
Newbridge Bancorp,NBBC.OQ^C16,FNBNW
LSI Industries Inc,LYTS.OQ,LYTS
LSB Industries Inc,LXU.N,LXU
LSI Corp,LSI.OQ^E14,AVGOS
Xcerra Corp,XCRA.OQ^J18,COHUCE
La-Z-Boy Inc,LZB.N,LZB
Spire Inc,SR.N,SR
Bon-Ton Stores Inc,BONTQ.PK,BONTQ
Lakeland Industries Inc,LAKE.OQ,LAKE
Thunderbird Entertainment Group Inc,TBRD.V^B26,
Lam Research Corp,LRCX.OQ,LRCX
Marzetti Co,MZTI.OQ,MZTI
Snyder's-Lance Inc,LNCE.OQ^C18,CPBSN
Landauer Inc,LDR.N^J17,FTVXL
NSTAR,NST.DG^D12,ESNAR
Bowl America I LLC,BWLa.A^H21,LUCKXB
Auxly Cannabis Group Inc,XLY.TO,XLY
Laramide Resources Ltd,LAM.TO,
Brady Corp,BRC.N,BRC
Lassonde Industries Inc,LASa.TO,LASXX
Lattice Semiconductor Corp,LSCC.OQ,LSCC
Laurentian Bank of Canada,LB.TO,LB
Waterloo Brewing Ltd,WBR.TO^C23,
Bridgford Foods Corp,BRID.OQ,BRID
Distribution Solutions Group Inc,DSGR.OQ,LAWS
Briggs & Stratton Corp,BGGSQ.PK^A21,BGGSQ
Brinker International Inc,EAT.N,EAT
AxoGen Inc,AXGN.OQ,AXGN
Lee Enterprises Inc,LEE.OQ,LEE
Leggett & Platt Inc,LEG.N,LEG
Carbon Done Right Developments Inc,KLX.V,
Legg Mason Inc,LM.N^H20,LMICL
Lennar Corp,LEN.N,LEN
Leon's Furniture Ltd,LNF.TO,LNF
Jefferies Financial Group Inc,JEF.N,JEF
Bristol-Myers Squibb Co,BMY.N,BMY
Endeavour Silver Corp,EDR.TO,EDRXX
PowerTap Hydrogen Capital Corp,MOTNF.PK,
VBI Vaccines Inc,VBIVQ.PK^A25,KHLTHI
Jayden Resources Inc,JDN.V,
Liberty All-Star Equity Fund,USA.N,USA
Vector Group Ltd,VGR.N^J24,JPTOBV
Exaktera North American Sales Inc,PPIRx.L^L21,EXKTRE
Brown-Forman Corp,BFb.N,BF
Caleres Inc,CAL.N,CALXXX
Lifeway Foods Inc,LWAY.OQ,LWAY
Lifetime Brands Inc,LCUT.OQ,LCUT
Ferguson Enterprises Inc,FERG.N,FERGX
Bath & Body Works Inc,BBWI.N,BBWI
Linamar Corp,LNR.TO,LNR
Lincoln National Corp,LNC.N,LNC
Lindsay Corp,LNN.N,LNNX
Linear Technology LLC,LLTC.OQ^C17,ADILI
Brandywine Realty Trust,BDN.N,BDN
Roxgold Inc,ROXG.TO^G21,FRTNRO
Brunswick Corp,BC.N,BC
Materion Corp,MTRN.N,MTRN
Bryn Mawr Bank Corp,BMTC.OQ^A22,WSFSR
Kate Spade & Co,KATE.N^G17,TPRKT
Loblaw Companies Ltd,L.TO,LX
Loews Corp,L.N,L
Range Resources Corp,RRC.N,RRC
First Acceptance Corp,FACO.PK,FACO
Burlington Northern Santa Fe LLC,BNI.N^B10,BRKBU
MasTec Inc,MTZ.N,MTZ
Aquarius Surgical Technologies Inc,ASTI.CD,
Bank of Marin Bancorp,BMRC.OQ,BMRC
Butler National Corp,BUKS.PK,BUKS
CAE Inc,CAE.TO,CAE
CCA Industries Inc,CAWW.PK,CAWW
RadNet Inc,RDNT.OQ,RDNT
CCL Industries Inc,CCLb.TO,CCLXX
Tuxis Corp,TUXS.PK,TUXSX
Louisiana-Pacific Corp,LPX.N,LPX
Lowe's Companies Inc,LOW.N,LOW
Lubrizol Corp,LZ.N^I11,BRKLU
Numinus Wellness Inc,NUMI.TO,
Chesapeake Financial Shares Inc,CPKF.PK,CPKF
Universal Stainless & Alloy Products Inc,USAP.OQ^A25,UVSAP
Sun Bancorp Inc (NEW JERSEY),SNBC.OQ^B18,OCFCB
Grupo Pochteca SAB de CV,POCHTECB.MX,POCHT
Lydall Inc,LDL.N^J21,LDL
LGL Group Inc,LGL.A,LGL
Lyondell Chemical Co,LYO.N^L07,LYBLC
Heartland Banccorp,HLAN.PK^B25,GABCH
MBIA Inc,MBI.N,MBI
Stagwell Inc,STGW.OQ,STGW
Sekisui House US Inc,MDC.N^D24,SEKHOU
Nordion Inc,NDN.TO^H14,GTCFDI
MDU Resources Group Inc,MDU.N,MDU
MFS Municipal Income Trust,MFM.N,
MGIC Investment Corp,MTG.N,MTG
MGM Resorts International,MGM.N,MGM
Cambuci SA,CAMB3.SA,CAMBC
Trane Inc,TT.N^F08,IRTRN
MTS Systems Corp,MTSC.OQ^D21,APHMT
Sparta Capital Ltd,SAY.V,SAY
Kepler Weber SA,KEPL3.SA,KEPLC
North American Palladium Ltd,PDL.TO^L19,IMPJN
MGE Energy Inc,MGEE.OQ,MGEE
Woodside Energy (LA) Holdings Inc,TELL.A^J24,WDSWI
Iochpe Maxion SA,MYPK3.SA,MYPKC
Magna International Inc,MG.TO,MG
Integratel Peru SAA,INTPEBC1.LM,ITTPU
Commercial National Financial Corp (Pennsylvania),CNAF.PK,CNAF
Nova Group Holding Corp,CDI.N^I17,NVAMEN
US Geothermal Inc,HTM.A^D18,
Manitowoc Company Inc,MTW.N,MTW
ManpowerGroup Inc,MAN.N,MAN
Maple Leaf Foods Inc,MFI.TO,MFI
Cigna Group,CI.N,CI
Marcus Corp,MCS.N,MCS
Margo Caribe Inc,MRGO.PK,MRGO
W V S Financial Corp,WVFC.PK,WVFC
China Fund Inc,CHN.N^J25,CHN
Marine Petroleum Trust,MARPS.OQ,MARPS
Markel Group Inc,MKL.N,MKL
Host Hotels & Resorts Inc,HST.OQ,HST
Marsh & McLennan Companies Inc,MRSH.N,MRSH
Marshall & Ilsley Corp,MI.N^G11,BMOMA
Marten Transport Ltd,MRTN.OQ,MRTN
Masco Corp,MAS.N,MAS
CMS Energy Corp,CMS.N,CMS
Central Pacific Financial Corp,CPF.N,CPFX
CSS Industries Inc,CSS.N^C20,HILINS
CNA Financial Corp,CNA.N,CNA
Matachewan Consolidated Mines Ltd,MCMa.V,
HYLQ Strategy Corp,HYLQ.CD,
Matrix Service Co,MTRX.OQ,MTRX
CSP Inc,CSPI.OQ,CSPI
Mattel Inc,MAT.OQ,MAT
CTS Corp,CTS.N,CTS
Maxim Integrated Products LLC,MXIM.OQ^H21,ADIMI
Avis Budget Group Inc,CAR.OQ,CAR
CVB Financial Corp,CVBF.OQ,CVBF
CVD Equipment Corp,CVV.OQ,CVV
Nymox Pharmaceutical Corp,NYMXF.PK,NYMX
QEP Co Inc,QEPC.PK,QEPC
Cablevision Systems Corp,CVC^F16,OPTUCB
Cabot Corp,CBT.N,CBT
Coterra Energy Inc,CTRA.N,CTRA
Maxwell Technologies Inc,MXWL.OQ^E19,TESLAW
CACI International Inc,CACI.N,CACI
Cadence Design Systems Inc,CDNS.OQ,CDNS
J W Mays Inc,MAYS.OQ,MAYS
Tyner Resources Ltd,TIPh.V,
Caldwell Partners International Inc,CWL.TO,CWL
JCK Legacy Co,MNIQQ.PK^J20,CHSSMQ
Calgon Carbon Corp,CCC.N^C18,KURAYC
McCormick & Company Inc,MKC.N,MKC
CalAmp Corp,CAMPQ.PK^H24,CFCO
McChip Resources Inc,MCS.V,
Richco Investors Inc,RIIh.V,
McDermott International Inc,MDRIQ.PK^G20,MDRIQ
McGrath RentCorp,MGRC.OQ,MGRC
S&P Global Inc,SPGI.N,SPGI
Pool Corp,POOL.OQ,POOLX
McRae Industries Inc,MCRAA.PK,MCRAA
Soluna Holdings Inc,SLNH.OQ,SLNH
Heritage Global Inc,HGBL.OQ,HGBL
Blackstone Mortgage Trust Inc,BXMT.N,BXMT
Media General Inc,MEG.N^A17,NXSTM
California Water Service Group,CWT.N,CWT
Activision Blizzard Inc,ATVI.OQ^J23,MSFTZ
Callon Petroleum Co,CPE.N^D24,CPE
Calloway's Nursery Inc,CLWY.PK,CLWY
Cambrex Corp,CBM.N^L19,CBMZ
Cameco Corp,CCO.TO,CCO
Liquid Media Group Ltd,YVRLF.PK,YVR
Medimmune LLC,MEDI.OQ^F07,AZNMED
Canadian General Investments Ltd,CGI.TO,CGIXX
PASSUR Aerospace Inc,PSSR.PK,PSSR
Canadian Hydro Developers Inc,KHD.TO^K09,RNWCA
Canadian Imperial Bank of Commerce,CM.TO,CM
Melcor Developments Ltd,MRD.TO,MRD
Mellon Financial Corp,MEL.N^G07,BKMEL
CVS Health Corp,CVS.N,CVS
Canadian Natural Resources Ltd,CNQ.TO,CNQ
Cnooc Petroleum North America ULC,NXY.TO^C13,CNOOCR
EF EnergyFunders Ventures Inc,EFVh.V,
Upbound Group Inc,UPBD.OQ,UPBD
Mentor Graphics Corp,MENT.OQ^C17,SIEGH
Merchants Bancshares Inc,MBVT.OQ^E17,CBUXH
Merck & Co Inc,MRK.N,MRK
Mercury General Corp,MCY.N,MCYX
Hawkeye Acquisition Inc,MDP.N^L21,GTNXHA
Canadian Tire Corporation Ltd,CTCa.TO,CTC
Meridian Bioscience Inc,VIVO.OQ^B23,VIVOX
Canadian Utilities Ltd,CU.TO,CU
Merit Medical Systems Inc,MMSI.OQ,MMSI
Canam Group Inc (Pre-Merger),CAM.TO^G17,CANAMC
Atlas Energy Corp,ATLE.V,
Aurcana Silver Corp,AUNh.V,
Paladin Labs Inc (Pre-Merger),PLB.TO^C14,PALDL
Canlan Ice Sports Corp,ICE.TO,ICE
Canfor Corp,CFP.TO,CFP
Cantel Medical LLC,CMD.N^F21,CANME
Merrill Lynch & Co Inc,MER.N^A09,BACML
Capital Properties Inc,CPTP.PK,CPTP
Capital Southwest Corp,CSWC.OQ,CSWC
Capstead Mortgage Corp,CMO.N^J21,FBRTP
Edgewater Wireless Systems Inc,YFI.V,
Mesa Laboratories Inc,MLAB.OQ,MLAB
Mesa Royalty Trust,MTR.N,MTR
Cardinal Health Inc,CAH.N,CAH
Mesabi Trust,MSB.N,MSB
Altair Nanotechnologies Inc,ALTI.PK^K16,ALNAN
,ALTI.PK^K16,
Carlisle Companies Inc,CSL.N,CSL
HIVE Digital Technologies Ltd,HIVE.V,
Carmike Cinemas LLC,CKEC.OQ^L16,AMCXXR
Carnival Corp,CCL.N,CCL
Progress Energy Inc,PGN.N^G12,DUKOG
Intrepid Metals Corp,INTR.V,
Layne Christensen Co,LAYN.OQ^F18,GVALA
Duke Energy Progress LLC,CPWPO.PK^C13,DUKDE
Carpenter Technology Corp,CRS.N,CRS
Cascades Inc,CAS.TO,CAS
Inmet Mining Corp,IMN.TO^D13,FMINI
Metalore Resources Ltd,MET.V,
Caseys General Stores Inc,CASY.OQ,CASY
Methode Electronics Inc,MEI.N,MEIX
Metro Inc,MRU.TO,MRU
Mexico Fund Inc,MXF.N,MXF
Madison Pacific Properties Inc,MPC.TO,MPC
Siebert Financial Corp,SIEB.OQ,SIEB
MICROS Systems Inc,MCRS.OQ^I14,ORCLY
Microsoft Corp,MSFT.OQ,MSFT
ACT Energy Technologies Ltd,ACX.TO,ACXY
Caterpillar Inc,CAT.N,CAT
Cathay General Bancorp,CATY.OQ,CATY
Cato Corp,CATO.N,CATO
Micron Technology Inc,MU.OQ,MU
Microsemi Corp,MSCC.OQ^E18,MCHPI
Microwave Filter Company Inc,MFCO.PK,MFCO
Six Flags Entertainment Corp,FUN.N,FUN
CEL-SCI Corp,CVM.A,CVM
Middleby Corp,MIDD.OQ,MIDD
Celgene Corp,CELG.OQ^K19,CELG
Middlesex Water Co,MSEX.OQ,MSEX
Asensus Surgical Inc,ASXC.A^H24,KARSTA
Perma-Pipe International Holdings Inc,PPIH.OQ,PPIH
Insmed Inc,INSM.OQ,INSM
MGP Ingredients Inc,MGPI.OQ,MGPI
Centex LLC,CTX.N^H09,PHMCE
Wesdome Gold Mines Ltd,WDO.TO,WDO
Sprott Physical Gold and Silver Trust,CEF.P,
Cleco Corporate Holdings LLC,CNL.N^D16,CLECOO
Healthier Choices Management Corp,HCMC.PK,HCMC
MillerKnoll Inc,MLKN.OQ,MLKN
Iconix Brand Group Inc,ICON.OQ^H21,ICOIXI
EMD Millipore Corp,MIL.N^G10,MRCGM
Milner Consolidated Silver Mines Ltd,MCAh.V,
MSA Safety Inc,MSA.N,MSA
Minefinders Corporation Ltd (Pre-Merger),MFL.TO^D12,PAASN
ReVolve Renewable Power Corp,REVV.CD,REVV
3M Co,MMM.N,MMM
ALLETE Inc,ALE.N^L25,AALE
Central Securities Corp,CET.A,CET
Central Garden & Pet Co,CENT.OQ,CENT
Century Bancorp Inc,CNBKA.OQ^K21,CNBKA
Lumen Technologies Inc,LUMN.N,LUMN
Cephalon LLC,CEPH.OQ^J11,TEVACE
Cerner Corp,CERN.OQ^F22,CERN
Mitek Systems Inc,MITK.OQ,MITK
CPS Technologies Corp,CPSH.OQ,CPSH
Clean Energy Transition Inc,TRAN.V,
Red Back Mining Inc,RBI.TO^I10,RDBCK
MOCON Inc,MOCO.O^F17,AMEMO
Modine Manufacturing Co,MOD.N,MOD
Chase Corp,CCF.A^K23,FMPAEC
Global Education Communities Corp,GEC.TO,
Monmouth Real Estate Investment Corp,MNR.N^B22,ILPTR
Checkpoint Systems Inc,CKP.N^E16,CCLCXX
Chemed Corp,CHE.N,CHEX
Abeona Therapeutics Inc,ABEO.OQ,ABEO
JPMorgan Chase & Co,JPM.N,JPM
TCF Financial Corp (Pre-Merger),TCF.OQ^F21,HBANTF
Reconnaissance Energy (Africa) Ltd,RECO.V,RECO
Chesapeake Utilities Corp,CPK.N,CPK
Monro Inc,MNRO.OQ,MNRO
Moog Inc,MOGa.N,MOG
Chevron Corp,CVX.N,CVX
Chicago Rivet & Machine Co,CVR.A,CVR
abrdn Emerging Markets Ex-China Fund Inc,AEF.A,
Selectis Health Inc,GBCS.PK,GBCS
Novartis Vaccines and Diagnostics Inc,CHIR.OQ^D06,NOVND
Ruby Tuesday Inc,RT.N^L17,RTHLGR
Chubb Corp,CB.N^A16,CBCHBC
Church & Dwight Co Inc,CHD.N,CHD
Stuart Olson Inc,SOX.TO^I20,BDTST
Cincinnati Bell Inc,CBB.N^I21,RDFHDC
AirIQ Inc,IQ.V,IQ
Motorola Solutions Inc,MSI.N,MSI
Bespoke Extracts Inc,BSPK.PK,
Paul Mueller Co,MUEL.PK,MUEL
Mueller Industries Inc,MLI.N,MLI
Multi-Color Corp,LABL.OQ^G19,CLDRHM
Circuit City Stores Inc,CC.N^K08,CCTYS
Cisco Systems Inc,CSCO.OQ,CSCO
Cirrus Logic Inc,CRUS.OQ,CRUS
Reading International Inc,RDI.OQ,RDI
Vidler Water Resources Inc,VWTR.OQ^E22,VWTR
Cintas Corp,CTAS.OQ,CTAS
BlackRock MuniVest Fund Inc,MVF.N^B26,
Murphy Oil Corp,MUR.N,MUR
Ingeal SAB de CV,INGEALB.MX^E25,
Proassurance Corp,PRA.N,PRA
Myers Industries Inc,MYE.N,MYE
Viatris Inc,VTRS.OQ,VTRS
Citizens Inc,CIA.N,CIA
City Holding Co,CHCO.OQ,CHCO
City National Corp,CYN.N^K15,RYCTN
CLARCOR Inc,CLC.N^B17,PHCLA
NVR Inc,NVR.N,NVR
Eagle Capital Growth Fund Inc,GRF.A,GRF
NiSource Inc,NI.N,NI
NL Industries Inc,NL.N,NL
Clean Harbors Inc,CLH.N,CLH
iHeartCommunications Inc,CCU.N^G08,IHTME
Ernexa Therapeutics Inc,ERNA.OQ,ERNA
Cornerstone Strategic Investment Fund Inc,CLM.A,
Cleveland-Cliffs Inc,CLF.N,CLF
Nabors Industries Ltd,NBR.N,NBR
NACCO Industries Inc,NC.N,NC
Nam Tai Property Inc,NTPIF.PK,NTP
Clorox Co,CLX.N,CLX
Gerdau Ameristeel Corp,GNA.TO^I10,GGBRDE
Onto Innovation Inc,ONTO.N,ONTO
NAPCO Security Technologies Inc,NSSC.OQ,NSSC
National Bank of Canada,NA.TO,NA
National City Corp,NCC.N^A09,PNCNC
BOMCBD Corp,FMYR.PK,FMYR
Coca-Cola Consolidated Inc,COKE.OQ,COKE
Coca-Cola Co,KO.N,KO
National Fuel Gas Co,NFG.N,NFG
National Healthcare Corp,NHC.A,NHCX
"Coeur Mining, Inc",CDE.N,CDE
Cogeco Inc,CGO.TO,CGO
Cognex Corp,CGNX.OQ,CGNX
Coherent Inc,COHR.OQ^G22,COHR
Cohu Inc,COHU.OQ,COHU
Colgate-Palmolive Co,CL.N,CL
Colonial Bancgroup Inc,CBCGQ.PK^L10,COLBG
MFS High Income Municipal Trust,CXE.N,
Tenet Healthcare Corp,THC.N,THC
GP Strategies Corp,GPX.N^J21,LEPJEG
National Penn Bancshares Inc,NPBC.OQ^D16,BBTNAT
National Presto Industries Inc,NPK.N,NPKX
JAKKS Pacific Inc,JAKK.OQ,JAKK
High Liner Foods Inc,HLF.TO,HLFX
National Security Group Inc,NSEC.OQ^G22,NSEC
National Semiconductor Corp,NSM.N^I11,TXNSE
Martello Technologies Group Inc,MTLO.V,
National Western Life Group Inc,NWLI.OQ^G24,JABINN
Nationwide Health Properties Inc,NHP.N^G11,VTRNHL
MFS High Yield Municipal Trust,CMU.N,
Natural Alternatives International Inc,NAII.OQ,NAII
Navistar International Corp,NAV.N^G21,HTRANL
Navigators Group Inc,NAVG.OQ^E19,HIGVG
Nature's Bounty Co,NTY.N^J10,CRLYNA
Catalent JNP Inc,JNP.OQ^H18,OCHAL
Comcast Corp,CMCSA.OQ,CMCSA
Comerica Inc,CMA.N^B26,CERIA
Comet Industries Ltd,CMU.V,
Prosegur Services Group Inc,MOC.A^B19,PRGUS
Commerce Bancorp LLC,CBH.N^D08,
Commerce Bancshares Inc,CBSH.OQ,CBSH
Commercial Metals Co,CMC.N,CMC
Community Financial System Inc,CBU.N,CBUX
Sunation Energy Inc,SUNE.OQ,SUNE
Nature's Sunshine Products Inc,NATR.OQ,NATR
CA Inc,CA.OQ^K18,CA
Neogen Corp,NEOG.OQ,NEOG
DXC Technology Co,DXC.N,DXC
Goliath Film and Media Holdings,GFMH.PK,GFMH
Computer Task Group Inc,CTG.OQ^L23,CEGKPC
NV Energy Inc,NVE.N^L13,BRKHON
Great Panther Mining Ltd,GPLDQ.PK,GPLDQ
New America High Income Fund Inc,HYB.N^B25,NWMOU
Bonterra Energy Corp,BNE.TO,BNE
Denison Mines Corp,DML.TO,DML
Comstock Resources Inc,CRK.N,CRK
Canacol Energy Ltd (Alberta),CNE.TO^L25,CNNEQ
Comtech Telecommunications Corp,CMTL.OQ,CMTL
Comverse Technology Inc,CMVT.OQ^B13,VRNTC
Conagra Brands Inc,CAG.N,CAG
New England Realty Associates LP,NEN.A,NEN
CreditRiskMonitor.Com Inc,CRMZ.PK,CRMZ
New Germany Fund Inc,GF.N,
CCUR Holdings Inc,CCUR.PK,CCUR
Conmed Corp,CNMD.N,CNMD
Lake Sunapee Bank Group,LSBG.O^A17,BHBLA
New Jersey Resources Corp,NJR.N,NJR
Connecticut Water Service Inc,CTWS.OQ^J19,HTOCWS
Pacific GeoInfo Corp,PGOh.V,
CaNickel Mining Ltd,CML.V^F25,
DSS Inc,DSS.A,DSSX
Minco Capital Corp,MMM.V,
Auscan Resources Inc,ACRh.V,
Consolidated Edison Inc,ED.N,ED
New Tymbal Resources Ltd,NTB.V,
Consolidated Firstfund Capital Corp,FFP.V,
XPO CNW Inc,CNW.N^J15,XPOCN
Northern Dynasty Minerals Ltd,NDM.TO,NDMX
Community Investors Bancorp Inc,CIBN.PK,CIBN
Atmofizer Technologies Inc,ATMO.CD,
Largo Inc,LGO.TO,LGO
Glen Eagle Resources Inc,GER.V,
Steak N Shake Co,BH.N^E18,BHXTH
Luca Mining Corp,LUCA.V,
SSR Mining Inc,SSRM.OQ,SSRM
Former BL Stores Inc,BIGGQ.PK,BIGGQ
CTO Realty Growth Inc,CTO.N,CTOX
Inovio Pharmaceuticals Inc,INO.OQ,INO
Consumers Energy Co,CMS_pb.N,CMSX
Riverbend Industries Inc,CUO.A^E20,REDIT
Cooper Companies Inc,COO.OQ,COO
New York Times Co,NYT.N,NYT
Tervita Corp,TEV.TO^G21,SESTV
Cooper Tire & Rubber Company LLC,CTB.N^F21,GTCOO
University Bancorp Inc (MICHIGAN),UNIB.PK,UNIB
Molson Coors Beverage Co,TAP.N,TAP
Anixa Biosciences Inc,ANIX.OQ,ANIX
Newell Brands Inc,NWL.OQ,NWL
Trident Resources Corp,ROCK.V,
Corby Spirit and Wine Ltd,CSWa.TO,CSW
Newmont Corporation,NEM.N,NEM
NPK International Inc,NPKI.N,NPKI
Corning Inc,GLW.N,GLW
Newport Corp,NEWP.OQ^E16,MKSIE
Niagara Mohawk Power Corp,NMKBP.PK,NGNMP
Old Market Capital Corp,OMCC.PK,OMCC
Niko Resources Ltd,NKO.TO^C19,NKO
CoreCivic Inc,CXW.N,CXW
RespireRx Pharmaceuticals Inc,RSPI.PK^K25,RSPI
Josapar Joaquim Oliveira SA Participacoes,JOPA4.SA,JOPAC
Primo Brands Corp,PRMB.N,PRMBX
Nike Inc,NKE.N,NKE
Countrywide Financial Corp (Pre-Merger),CFC.N^G08,BACCWD
Nobility Homes Inc,NOBH.PK,NOBH
Noble Energy Inc,NBL.OQ^J20,CVXNO
Cousins Properties Inc,CUZ.N,CUZ
Coventry Health Care Inc,CVH.N^E13,CVSATR
Noble Roman's Inc,NROM.PK,NROM
Buhler Industries Inc,BUI.TO^D25,
Cracker Barrel Old Country Store Inc,CBRL.OQ,CBRL
Non-Invasive Monitoring Systems Inc,NIMU.PK,NIMU
Crane NXT Co,CXT.N,CRNXT
Crawford & Co,CRDb.N,CRDX
Nordson Corp,NDSN.OQ,NDSN
Nordstrom Inc,JWN.N^E25,NORMHN
Siem Industries SA,SEMUF.PK,SEMUF
Norfolk Southern Corp,NSC.N,NSC
Magna Terra Minerals Inc,MTT.V,
N-Viro International Corp,NVIC.PK^A21,NVIIN
Vaxart Inc,VXRT.PK,VXRT
37 Capital Inc,JJJ.CD,
Lanxess Solutions US Inc,CHMT.N^D17,LXSGDL
Crown Holdings Inc,CCK.N,CCK
Crown Crafts Inc,CRWS.OQ,CRWS
North European Oil Royalty Trust,NRT.N,NRT
North Fork Bancorp Inc,NFB.N^L06,COFNF
Extendicare Inc,EXE.TO,EXE
BioLife Solutions Inc,BLFS.OQ,BLFS
Eversource Energy,ES.N,ES
Olive Resource Capital Inc,OC.V,OCXX
Cubic Corp,CUB.N^E21,CUBCI
Cullen/Frost Bankers Inc,CFR.N,CFR
Xcel Energy Inc,XEL.OQ,XEL
Culp Inc,CULP.OQ,CULP
Cummins Inc,CMI.N,CMI
Nortel Networks Corp,NRTLQ.PK^J15,NRTLQ
Northern Trust Corp,NTRS.OQ,NTRS
C21 Investments Inc,CXXI.CD,CXXI
Flotek Industries Inc,FTK.N,FTK
Northgate Minerals Corp,NGX.TO^J11,AGIMN
Curtiss-Wright Corp,CW.N,CWXX
Northrim BanCorp Inc,NRIM.OQ,NRIM
Northrop Grumman Corp,NOC.N,NOC
Cyanotech Corp,CYAND.PK,CYAND
Northwest Natural Holding Co,NWN.N,NWN
CyberOptics Corp,CYBE.OQ^K22,CYBE
Cypress Semiconductor Corp,CY.OQ^D20,IFXGC
Correvio Pharma Corp,CORV.TO^F20,CORV
Wells Fargo & Co,WFC.N,WFC
LadRx Corp,LADX.PK,LADX
GT Biopharma Inc,GTBP.OQ,GTBP
DPL LLC,DPL.N^K11,AESDL
New Gold Inc,NGD.TO,NGD
Wendy's Co,WEN.OQ,WEN
Daily Journal Corp,DJCO.OQ,DJCO
Green Thumb Industries Inc,GTII.CD,GTII
NovaGold Resources Inc,NG.A,NGX
Ethema Health Corp,GRST.PK,GRST
Danaher Corp,DHR.N,DHR
Reworld Holding Corp,CVA.N^K21,COVMRE
Micro Focus Software Inc,NOVL.OQ^D11,MCROI
Novellus Systems Inc,NVLS.OQ^F12,LRCXN
Data I/O Corp,DAIO.OQ,DAIO
Nucor Corp,NUE.N,NUE
Sierra Wireless Services America Holdings Inc,NMRX.OQ^L17,SMTCSS
Nuveen California Municipal Value Fund Inc,NCA.N,
US Gold Corp,USAU.OQ,USAU
Legend Power Systems Inc,LPS.V,
Nuveen Municipal Income Fund Inc,NMI.N,
Nuveen New York Municipal Value Fund,NNY.N,
Daxor Corp,DXR.OQ,DXR
Target Corp,TGT.N,TGT
Nuveen Municipal Value Fund Inc,NUV.N,NUV
Banco de Credito del Peru,CREDITC1.LM,CREDI
Deere & Co,DE.N,DE
VVT Med Inc,VVTM.V,
Dell Inc,DELL.OQ^J13,DELLD
Ebix Inc,EBIXQ.PK^I24,ERAAXE
Delta Natural Gas Company Inc,DGAS.OQ^I17,STLRIG
Deluxe Corp,DLX.N,DLX
NewtekOne Inc,NEWT.OQ,NEWT
Occidental Petroleum Corp,OXY.N,OXY
Ocean Bio-Chem LLC,OBCI.OQ^H22,ONEWI
Oceaneering International Inc,OII.N,OII
Methanex Corp,MX.TO,MX
Iteris Inc,ITI.OQ^K24,ALMTET
ODP Corp,ODP.OQ^L25,ODP
Bristow Holdings US Inc,BRSWQ.PK^K19,VTOLB
Data Watts Partners Inc,DWTZ.CD,DWTZ
Destination XL Group Inc,DXLG.OQ,DXLG
Ohio Edison Co,OEC_pa.N^G06,FEEDI
DTE Energy Co,DTE.N,DTE
Devon Energy Corp,DVN.N,DVN
Indiva Ltd,NDVAh.V^F25,
Covista Inc,CVSA.N,CVSA
Oil-Dri Corporation of America,ODC.N,ODC
Dewey Electronics Corp,DEWY.PK,DEWY
OGE Energy Corp,OGE.N,OGE
Old National Bancorp,ONB.OQ,ONB
Old Republic International Corp,ORI.N,ORIX
Olin Corp,OLN.N,OLN
Omnicom Group Inc,OMC.N,OMC
Gold River Productions Inc,GRPS.PK,GRPSX
One Liberty Properties Inc,OLP.N,OLP
ONEOK Inc,OKE.N,OKE
Onex Corp,ONEX.TO,ONEX
Compuware Corp,CPWR.OQ^L14,KKRCCP
Aberdeen International Inc,AAB.TO,
Digi International Inc,DGII.OQ,DGII
Aviat Networks Inc,AVNW.OQ,AVNW
Oracle Corp,ORCL.N,ORCL
DLH Holdings Corp,DLHC.OQ,DLHC
Dillard's Inc,DDS.N,DDS
Aftermaster Inc,AFTM.PK,AFTM
Diodes Inc,DIOD.OQ,DIOD
Walt Disney Co,DIS.N,DIS
Orbit International Corp,ORBT.PK,ORBT
Smith-Midland Corp,SMID.OQ,SMIDX
Dixie Group Inc,DXYN.PK,DXYN
ACCESS Newswire Inc,ACCS.A,ACCSX
West Red Lake Gold Mines Ltd,WRLG.V,WRLG
OFG Bancorp,OFG.N,OFGX
Dominion Energy Inc,D.N,D
Osisko Mining Corp,OSK.TO^F14,CMLRCI
BlockchainK2 Corp,BITK.V,
Donaldson Company Inc,DCI.N,DCI
