Company Common Name,Instrument,Issuer Ticker,GVKEY,Compustat_Company_Name
Trepont Acquisition Corp I,TACA.N^F22,,18580.0,ROI ACQUISITION CORP II
Altius Renewable Royalties Corp,ARR.TO^L24,,38119.0,ALTIUS RENEWABLE ROYLTS CORP
Neximmune Inc,NEXI.PK,,37808.0,NEXIMMUNE INC
Trilinc Global Impact Fund LLC,TRLC.PK,,36039.0,TRILINC GLOBAL IMPACT FU LLC
Signify Health Inc,SGFY.N^C23,CVSSIG,37811.0,SIGNIFY HEALTH INC
Longeveron Inc,LGVN.OQ,,37807.0,LONGEVERON INC
Highland Transcend Partners I Corp,HTPA.N^L22,,,
Navitas Semiconductor Corp,NVTS.OQ,,39931.0,NAVITAS SEMICONDUCTOR CORP
Velo3D Inc,VELO.OQ,VELO,39784.0,VELO3D INC
Eddy Smart Home Solutions Ltd,EDY.V,,,
Trinity Capital Inc,TRIN.OQ,TRIN,37723.0,TRINITY CAPITAL INC
RYTHM Inc,RYM.OQ,,37896.0,RYTHM INC
Fintech Acquisition Corp V,FTCV.OQ^L22,,22480.0,FINTECH ACQUISITION CORP
SmartRent Inc,SMRT.N,SARTE,39505.0,SMARTRENT INC
PIMCO Dynamic Income Opportunities Fund,PDO.N,,,
Home Point Capital Inc,HMPT.OQ^H23,COOPXO,37784.0,HOME POINT CAPITAL INC
Decibel Therapeutics Inc,DBTX.OQ^I23,,37863.0,DECIBEL THERAPEUTICS INC
Talis Biomedical Corp,TLIS.PK^L25,,37872.0,TALIS BIOMEDICAL CORP
Monarch Mining Corp,GBAR.TO^L23,MRHMI,37898.0,MONARCH MINING CORP
Americas Technology Acquisition Corp,ATA.N^L22,,35603.0,APEX TECHNOLOGY ACQUISITION
Concord Acquisition Corp,CND.N^L22,,24117.0,INFOR ACQUISITION CORP
SVF Investment Corp,SVFA.OQ^A23,,184287.0,SLR INVESTMENT CORP
Stark Focus Group Inc,SKFG.PK,,,
Tiernan Gold Corp,TNGD.V,,185880.0,TERANGA GOLD CORP
Foxo Technologies Inc,FOXO.PK,,37482.0,FOXO TECHNOLOGIES INC
Altus Power Inc,AMPS.N^D25,TPGASP,37355.0,ALTUS POWER INC
Periphas Capital Partnering Corp,PCPC.N^L22,,,
Altitude Acquisition Corp,ALTU.OQ^C24,,36680.0,ARTIUS ACQUISITION INC
Benessere Capital Acquisition Corp,BENE.OQ^K22,,,
HumanCo Acquisition Corp,HMCO.OQ^L22,,33038.0,UNION ACQUISITION CORP
Rover Group Inc,ROVR.OQ^B24,BISCIR,39377.0,ROVER GROUP INC
Natural Order Acquisition Corp,NOAC.OQ^K22,,,
Forge Global Holdings Inc,FRGE.N^C26,,37530.0,FORGE GLOBAL HOLDINGS INC
ABC Technologies Holdings Inc,ABCT.TO^J23,APLUXB,34500.0,ABC TECHNOLOGS HOLDINGS INC
Dri Healthcare Trust,DHT_u.TO,DHTX,38054.0,DRI HEALTHCARE TRUST
Mudrick Capital Acquisition Corp II,MUDS.OQ^I22,,26128.0,CAPITOL ACQUISITION CORP III
Senior Connect Acquisition Corp I,SNRH.OQ^F23,,,
Topicus.Com Inc,TOI.V,TOI,37750.0,TOPICUS.COM INC
Carney Technology Acquisition Corp II,CTAQ.OQ^B23,,35603.0,APEX TECHNOLOGY ACQUISITION
Matterport Inc,MTTR.OQ^C25,,39323.0,MATTERPORT INC
Viveon Health Acquisition Corp,VHAQ.PK^A25,,,
Cole Office & Industrial REIT (CCIT II) Inc,COLE.PK^E22,COLE,,
Churchill Capital Corp V,CCV.N^J23,,37543.0,CHURCHILL CAPITAL CORP V
CXApp Inc,CXAI.OQ,,37526.0,CXAPP INC
Legacy EJY Inc,ENJYQ.PK^A23,,39908.0,LEGACY EJY INC
Presto Automation Inc,PRST.PK,,37459.0,PRESTO AUTOMATION INC
iPower Inc,IPW.OQ,,37971.0,IPOWER INC
ABG Acquisition I Corp,ABGI.OQ^B23,,170327.0,ROI ACQUISITION CORP
Intelbras SA Industria de Telecomunicacao Eletronica Brasileira,INTB3.SA,INTBC,,
Movano Inc,MOVE.OQ,,37980.0,MOVANO INC
Golden Falcon Acquisition Corp,GFX.N^H23,,29708.0,IFLI ACQUISITION CORP-OLD
Insu Acquisition Corp III,IIII.OQ^L22,,36903.0,INSU ACQUISITI CORP II
TriSalus Life Sciences Inc,TLSI.OQ,,37516.0,TRISALUS LIFE SCIENCES INC
CM Hospitalar SA,VVEO3.SA,VVEOC,,
SAB Biotherapeutics Inc,SABS.OQ,,39951.0,SAB BIOTHERAPEUTICS INC
Inspirato Inc,ISPO.OQ^B26,,37362.0,INSPIRATO INC
Bright Minds Biosciences Inc,DRUG.CD,,38223.0,BRIGHT MINDS BIOSCIENCES INC
GRI Bio Inc,GRI.OQ,,37938.0,GRI BIO INC
Northern Star Investment Corp II,NSTB.PK^A25,,,
Clarus Therapeutics Holdings Inc,CRXTQ.PK^C23,CLARU,25904.0,ACLARIS THERAPEUTICS INC
Expand Energy Corp,EXE.OQ,EXEX,27786.0,EXPAND ENERGY CORP
Boxed Inc,BOXDQ.PK^I23,BOXD,37476.0,BOXED INC
Symbotic Inc,SYM.OQ,,38022.0,SYMBOTIC INC
SVF Investment Corp 2,SVFB.OQ^C23,,184287.0,SLR INVESTMENT CORP
Loop Energy Inc,LPEN.TO^I24,,38180.0,LOOP ENERGY INC
Apolo IV Acquisition Corp,AIVp.V,,17625.0,CAPITOL ACQUISITION CORP II
InnovAge Holding Corp,INNV.OQ,INNV,38174.0,INNOVAGE HOLD CORP
Sun Country Airlines Holdings Inc,SNCY.OQ,,,
Pardes Biosciences LLC,PRDS.OQ^I23,,37907.0,PARDES BIOSCIENCES INC
Berkshire Grey Inc,BGRY.OQ^G23,,39316.0,BERKSHIRE GREY INC
Farmers Edge Inc,FDGE.TO^C24,,38207.0,FARMERS EDGE INC
Banzai International Inc,BNZI.OQ,,37550.0,BANZAI INTERNATIONAL INC
Binah Capital Group Inc,BCG.OQ,BCGX,37363.0,BINAH CAPITAL GROUP INC
CF Acquisition IV Corp,CFIV.OQ^L23,,37548.0,CF ACQUISITION CORP IV
Verano Holdings Corp,VRNO.NLB,VRNO,38139.0,VERANO HOLDINGS CORP
VIP Play Inc,VIPZ.PK,,39330.0,VIP PLAY INC
Adagio Medical Holdings Inc,ADGM.OQ,,38056.0,ADAGIO MEDICAL HOLDINGS INC
Payfare Inc,PAY.TO^C25,,38424.0,PAYFARE INC
Khosla Ventures Acquisition Co,KVSA.OQ^L23,,,
Sagen MI Canada Inc,MIC_pa.TO,MICX,183231.0,SAGEN MI CANADA INC
Nextdoor Holdings Inc,NXDR.N,,38100.0,NEXTDOOR HOLDINGS INC
Khosla Ventures Acquisition Co III,KVSC.OQ^D23,,,
Coupang Inc,CPNG.N,COUPG,38092.0,COUPANG INC
BEACN Wizardry & Magic Inc,BECN.V,,,
Zerostack Corp,ZSTK.OQ,,38075.0,ZEROSTACK CORP
Blue Ant Media Corp (Pre-Reincorporation),BAMI.TO,BAMIX,,
Lerer Hippeau Acquisition Corp,LHAA.OQ^L22,,,
Fortitude Gold Corp,FTCO.PK,,37662.0,FORTITUDE GOLD CORP
Corner Growth Acquisition Corp,COOL.OQ^G24,,,
Hospital Mater Dei SA,MATD3.SA,MATDC,,
Cricut Inc,CRCT.OQ,CRCT,184470.0,CRICUT INC
Joann Inc,JOANQ.PK^E24,JOANX,38081.0,JOANN INC
Vector Acquisition Corp II,VAQC.OQ^C24,,18580.0,ROI ACQUISITION CORP II
VigilAigent Corp,TGCB.PK,,,
Rivernorth Flexible Municipal Income Fund II Inc,RFMZ.N,,,
Tres Tentos Agroindustrial SA,TTEN3.SA,TTENC,,
Crucible Acquisition Corp,CRU.N^L22,,34864.0,TRINE ACQUISITION CORP
Fortress Value Acquisition Corp III,FVT.N^K22,,36795.0,FORTRESS VALUE ACQ II
Dotz SA,DOTZ3.SA,DOTZC,,
Four Arrows Capital Corp,AROWp.V,,,
FoxWayne Enterprises Acquisition Corp,FOXW.OQ^A23,,,
"Benson Hill, Inc",BHILQ.PK,,39783.0,BENSON HILL INC
Prometheus Biosciences Inc,RXDX.OQ^F23,,38342.0,PROMETHEUS BIOSCNC INC
Gain Therapeutics Inc,GANX.OQ,,38333.0,GAIN THERAPEUTICS INC
Longboard Pharmaceuticals Inc,LBPH.OQ^L24,,74388.0,LB PHARMACEUTICALS INC
Olo Inc,OLO.N^I25,,38285.0,OLO INC
Gps Participacoes e Empreendimentos SA,GGPS3.SA,GGPSC,,
Allied Tecnologia SA,ALLD3.SA,ALLDC,,
Livetech da Bahia Industria e Comercio SA,WDCN3.SA,LVTCC,,
Empowerment & Inclusion Capital I Corp,EPWR.N^L22,,,
Bird Global Inc,BRDSQ.PK^I24,,37658.0,BIRD GLOBAL INC
Sports Ventures Acquisition Corp,AKIC.OQ^L22,,,
Kairos Acquisition Corp,KAIR.OQ^A23,,170327.0,ROI ACQUISITION CORP
SES AI Corp,SES.N,,37651.0,SES AI CORP
Leo Holdings Corp II,LHC.N^K23,,,
Bright Lights Acquisition Corp,BLTS.OQ^L22,,,
Edify Acquisition Corp,EAC.OQ^C24,,24117.0,INFOR ACQUISITION CORP
Epiphany Technology Acquisition Corp,EPHY.OQ^A23,,35603.0,APEX TECHNOLOGY ACQUISITION
KL Acquisition Corp,KLAQ.OQ^L22,,33731.0,HL ACQUISITION CORP
eFFECTOR Therapeutics Inc,EFTR.PK,,39510.0,EFFECTOR THERAPEUTICS INC
Priveterra Acquisition Corp II,PMGM.OQ^E24,,,
LeddarTech Holdings Inc,LDTCF.PK,,37679.0,LEDDARTECH HOLDINGS INC
Sendas Distribuidora SA,ASAI3.SA,ASAIC,38181.0,SENDAS DISTRIBUIDORA S.A.
Elevate Service Group Inc,SERV.V,,,
Duckhorn Portfolio Inc,NAPA.N^L24,MRLEBD,38160.0,DUCKHORN PORTFOLIO INC (THE)
Oscar Health Inc,OSCR.N,OSCR,38019.0,OSCAR HEALTH INC
Kora Saude Participacoes SA,KRSA3.SA^E25,KRSAC,,
Largo Physical Vanadium Corp,VAND.V,,,
Vine Energy Inc,VEI.N^K21,CHKVE,22367.0,VINE ENERGY INC
DigitalOcean Holdings Inc,DOCN.N,DOCN,38188.0,DIGITALOCEAN HOLDINGS INC
Global Synergy Acquisition Corp,GSAQ.OQ^G22,,26825.0,KLR ENERGY ACQUISITION CORP
Near Intelligence Inc,NIRLQ.PK^C24,NIRLQ,60793.0,NIQ GLOBAL INTELLIGENCE PLC
Moolec Science SA,MLEC.OQ,,37684.0,MOOLEC SCIENCE SA
Pioneer Merger Corp,PACX.OQ^A23,,,
Coinbase Global Inc,COIN.OQ,COIN,34749.0,COINBASE GLOBAL INC
Export Development Canada,EDCsba.TO^B23,EDC,,
LiveCare Inc,LVCE.PK,,25062.0,LINCARE HOLDINGS INC
Arandu Investimentos SA,ARND3.SA,,,
Gaming Technologies Inc,GMGT.PK,,26233.0,GLOBAL GAMING TECHNOLOGIES
Powered Brands,POW.OQ^A23,,,
Pontem Corp,PNTM.N^E23,,,
Fortress Capital Acquisition Corp,FCAX.N^A23,,19576.0,HENNESSY CAPITAL ACQUISITION
Algoma Steel Group Inc,ASTL.OQ,ASTL,1263.0,ALGOMA STEEL GROUP INC
Scilex Holding Co,SCLX.OQ,,37707.0,SCILEX HOLDING CO
VectoIQ Acquisition Corp II,VTIQ.OQ^L22,,18580.0,ROI ACQUISITION CORP II
Iron Spark I Inc,ISAA.OQ^L22,,,
SEMrush Holdings Inc,SEMR.N,SEMR,,
Instil Bio Inc,TIL.OQ,,38386.0,INSTIL BIO INC
ACV Auctions Inc,ACVA.N,ACVA,38374.0,ACV AUCTIONS INC
Kaltura Inc,KLTR.OQ,,38491.0,KALTURA INC
Connect Biopharma Holdings Ltd,CNTB.OQ,,38422.0,CONNECT BIOPHARMA HOLDIG LTD
Deep Lake Capital Acquisition Corp,DLCA.OQ^A23,,27887.0,SABAN CAPITAL ACQUISITION CP
Marlin Technology Corp,FINM.OQ^A23,,141384.0,ALIGN TECHNOLOGY INC
Athlon Acquisition Corp,SWET.OQ^L22,,33731.0,HL ACQUISITION CORP
Justera Health Ltd,VTAL.CD,,37338.0,SOTERA HEALTH CO
Class Acceleration Corp,CLAS.N^L22,,,
Palladyne AI Corp,PDYN.OQ,,39738.0,PALLADYNE AI CORP
Vizio Holding Corp,VZIO.N^L24,,25529.0,VIZIO HOLDING CORP
Augmedix Inc,AUGX.OQ^J24,,38239.0,AUGMEDIX INC
Simply Solventless Concentrates Ltd,HASH.V,,,
Hennessy Capital Investment Corp V,HCIC.OQ^L22,,,
Authentic Equity Acquisition Corp,AEAC.OQ^A23,,,
BuzzFeed Inc,BZFD.OQ,BZFD,37610.0,BUZZFEED INC
Greenlight Biosciences Holdings PBC,GRNA.OQ^G23,,37744.0,GREENLIGHT BIOSCIENCES HLDGS
Group Nine Acquisition Corp,GNAC.OQ^L22,,33038.0,UNION ACQUISITION CORP
Hamilton Lane Alliance Holdings I Inc,HLAH.OQ^L22,,,
Infracommerce CXAAS SA,IFCM3.SA,IFCMC,,
Atlasclear Holdings Inc,ATCH.A,,,
26 Capital Acquisition Corp,ADER.OQ^I23,,34590.0,PIVOTAL ACQUISITION CORP
LumiraDx Ltd,LMDXF.PK^J24,LUMRD,37813.0,LUMIRADX LTD
OCA Acquisition Corp,OCAX.PK^A25,,36719.0,GO ACQUISITION CORP
Research Alliance Corp II,RACB.OQ^L22,,,
Coursera Inc,COUR.N,,38265.0,COURSERA INC
Design Therapeutics Inc,DSGN.OQ,,38441.0,DESIGN THERAPEUTIS INC
Dragoneer Growth Opportunities Corp III,DGNU.OQ^C23,,,
Tinybuild Inc,TBLD.L,,,
Applovin Corp,APP.OQ,APP,38212.0,APPLOVIN CORP
AVAX One Technology Ltd,AVX.OQ,,37547.0,AVAX ONE TECHNOLOGY LTD
Vacasa Inc,VCSA.OQ^E25,CSGLSA,38288.0,VACASA INC
PartnerRe Ltd,PREJF.PK,CVCORR,29097.0,PARTNERRE LTD
Dialogue Health Technologies Inc (Pre-Merger),CARE.TO^J23,,,
Sayward Capital Corp,SAWCp.V,,,
Neoimmunetech Inc,950220.KQ,,,
Hayward Holdings Inc,HAYW.N,HAYW,38125.0,HAYWARD HOLDINGS INC
TPG Pace Beneficial II Corp,YTPG.N^D23,,,
ImageneBio Inc,IMA.OQ,,38469.0,IMAGENEBIO INC
Ebet Inc,EBET.PK,,38339.0,EBET INC
Finch Therapeutics Group Inc,FNCH.PK,,35102.0,QUINCE THERAPEUTICS INC
Panacea Acquisition Corp II,PANA.OQ^D23,,,
Peak Bio Inc,PKBO.PK^K24,,37928.0,PEAK BIO INC
Monument Circle Acquisition Corp,MON.OQ^L22,,,
Oyster Enterprises Acquisition Corp,OSTR.OQ^L22,,,
TZP Strategies Acquisition Corp,TZPS.OQ^A23,,23369.0,STRATEGIC ACQUISITIONS INC
Alignment Healthcare Inc,ALHC.OQ,ALHC,38238.0,ALIGNMENT HEALTHCARE INC
Alkami Technology Inc,ALKT.OQ,ALKT,38329.0,ALKAMI TECHNOLOGY INC
Astrea Acquisition Corp,ASAX.OQ^L22,,187848.0,AZTECA ACQUISITION CORP
Bridger Aerospace Group Holdings Inc,BAER.OQ,,37025.0,BRIDGER AEROSPACE GP HLD INC
Liberty Media Acquisition Corp,LMACA.OQ^L22,,,
North Atlantic Acquisition Corp,NAAC.OQ^A23,,,
Glow Lifetech Corp,GLOW.CD,,177602.0,GLG LIFE TECH CORP
Xigem Technologies Corp,XIGM.CD,,160282.0,XERIUM TECHNOLOGIES INC
One Equity Partners Open Water I Corp,OEPW.OQ^L22,,,
SCP & Healthcare Acquisition Co,SHAC.OQ^L22,,,
FRX Innovations Inc,FRXIh.V,,,
Sonder Holdings Inc,SONDQ.PK,,37810.0,SONDER HOLDINGS INC
Progress Acquisition Corp,PGRW.OQ^E23,,33324.0,PURE ACQUISITION CORP
Apex Intermediate Holdco Inc,AGTI.N^E24,APINH,,
Oklo Inc,OKLO.N,,38375.0,OKLO INC
Tiger Gold Corp,TIGR.V,,,
MiniLuxe Holding Corp,MNLX.V,,37157.0,MINISO GROUP HOLDING LTD
PB Bankshares Inc,PBBK.OQ^A26,,39241.0,PB BANKSHARES INC
Climate Real Impact Solutions II Acquisition Corp,CLIM.N^L22,,,
United Homes Group Inc,UHG.OQ,UHG,37782.0,UNITED HOMES GROUP INC
Hudson Executive Investment Corp II,HCII.OQ^L22,,,
Logistic Properties of The Americas,LPA.A,,38222.0,LOGISTIC PRP OF THE AMERICAS
Constellation Acquisition Corp I,CSTAF.PK,,,
Silver Star Properties Reit Inc,SLVS.PK,,,
Diversey Holdings Ltd,DSEY.OQ^G23,SLNISH,38398.0,DIVERSEY HOLDINGS LTD
Diversey Holdings Ltd,DSEY.OQ^G23,SLNISH,160949.0,DIVERSEY HOLDINGS INC
Biotech Acquisition Co,BIOT.OQ^B23,,22480.0,FINTECH ACQUISITION CORP
Science Strategic Acquisition Corp Alpha,SSAA.OQ^L22,,,
Fortistar Sustainable Solutions Corp,FSSI.OQ^L22,,,
SeaStar Medical Holding Corp,ICU.OQ,,37783.0,SEASTAR MEDICAL HOLDING CORP
Electriq Power Holdings Inc,ELIQQ.PK,,,
EQ Health Acquisition Corp,EQHA.N^L22,,37037.0,QELL ACQUISITION CORP
Mason Industrial Technology Inc,MIT.N^B23,,,
Blueriver Acquisition Corp,BLUAF.PK,,33324.0,PURE ACQUISITION CORP
Cepton Inc,CPTN.OQ^A25,,37908.0,CEPTON INC
QualTek Services Inc,QTEKQ.PK^G23,,38073.0,QUALTEK SERVICES INC
Z-Work Acquisition Corp,ZWRK.OQ^L22,,36719.0,GO ACQUISITION CORP
Satellogic Inc,SATL.OQ,,37794.0,SATELLOGIC INC
MH Wind Down Co Inc,MONDQ.PK,MHWDW,,
agilon health inc,AGL.N,AGLXX,38461.0,AGILON HEALTH INC
DoubleVerify Holdings Inc,DV.N,DV,38412.0,DOUBLEVERIFY HOLD INC
Clarim Acquisition Corp,CLRM.OQ^L22,,171140.0,CHART ACQUISITION CORP
Alliance Entertainment Holding Corp,AENT.OQ,AENT,37749.0,ALLIANCE ENTMNT HOLDING CORP
Knowbe4 Inc,KNBE.OQ^B23,VTEPMK,38447.0,KNOWBE4 INC
Onkure Therapeutics Inc,OKUR.OQ,,38453.0,ONKURE THERAPEUTICS INC
TCV Acquisition Corp,TCVA.OQ^D23,,36983.0,VG ACQUISITION CORP
Shiny Health & Wellness Corp (Pre-Reincorporation),SNYB.V^C25,,,
Ares Acquisition Corp,AAC.N^K23,,36680.0,ARTIUS ACQUISITION INC
African Gold Acquisition Corp,AGACF.PK^I23,,29708.0,IFLI ACQUISITION CORP-OLD
MDH Acquisition Corp,MDH.N^L22,,33731.0,HL ACQUISITION CORP
ThredUp Inc,TDUP.OQ,,38418.0,THREDUP INC
Thinkific Labs Inc,THNC.TO,,38704.0,THINKIFIC LABS INC
Edgewise Therapeutics Inc,EWTX.OQ,,26273.0,EDGE THERAPEUTICS INC
Pear Therapeutics Inc,PEARQ.PK^E24,PEAR,37827.0,PEAR THERAPEUTICS INC
BlackRock Technology and Private Equity Term Trust,BTX.N,,,
JAWS Mustang Acquisition Corp,JWSMF.PK,,37841.0,JAWS MUSTANG ACQU CORP
Music Acquisition Corp,TMAC.N^L22,,34346.0,AMCI ACQUISITION CORP
CC Neuberger Principal Holdings III,PRPC.N^K23,,,
G Squared Ascend I Inc,GSQD.N^B23,,,
Zymergen Inc,ZY.OQ^J22,,38493.0,ZYMERGEN INC
Recursion Pharmaceuticals Inc,RXRX.OQ,,22697.0,TRACON PHARMACEUTICALS INC
Sleeping Giant Capital Corp,SSX.V,,,
Northern Revival Acquisition Corp,NRAC.OQ^B24,,,
Kernel Group Holdings Inc,KRNL.OQ^H24,,,
Gaming & Hospitality Acquisition Corp,GHAC.OQ^L22,,,
Atlas Crest Investment Corp II,ACII.N^L22,,37247.0,ATLAS CREST INVES CORP
Fathom Digital Manufacturing Corp,FATH.N^E24,FHDMIF,37817.0,FATHOM DIGITAL MANUFACT CORP
Energy Vault Holdings Inc,NRGV.N,NRGV,37937.0,ENERGY VAULT HOLDINGS INC
Allurion Technologies Inc,ALUR.N,,37819.0,ALLURION TECHNOLOGIES INC
Goal Acquisitions Corp,PUCK.PK,,36719.0,GO ACQUISITION CORP
CreateAl Holdings Inc,TSPH.PK,,38596.0,CREATEAI HOLDINGS INC
Neuropace Inc,NPCE.OQ,,38507.0,NEUROPACE INC
Impact Development Group Inc,IMPT.V,,63060.0,EC DEVELOPMENT INC
EP Energy Corp,EPEC.PK^E21,ELTTNE,18660.0,EP ENERGY CORP
Itiquira Acquisition Corp,ITQ.OQ^B23,,27200.0,M III ACQUISITION CORP
JOFF Fintech Acquisition Corp,JOFF.OQ^L22,,22480.0,FINTECH ACQUISITION CORP
Sustainable Development Acquisition I Corp,SDAC.OQ^G23,,,
Spectral AI Inc,MDAI.OQ,,349337.0,SPECTRAL AI INC
Crown PropTech Acquisitions,CPTK.N^B24,,,
Isleworth Healthcare Acquisition Corp,ISLE.OQ^H22,,,
RMG Acquisition Corp III,RMGCF.PK^G25,,27200.0,M III ACQUISITION CORP
Thunder Bridge Capital Partners III Inc,TBCP.OQ^L23,,,
UiPath Inc,PATH.N,PATH,38646.0,UIPATH INC
MML Acquisition Corp,MMLh.V,,33731.0,HL ACQUISITION CORP
ECC Ventures 4 Corp,ECCFp.V,,,
TUP Capital Inc,TUPp.V,,26067.0,PVF CAPITAL CORP
Skywater Technology Inc,SKYT.OQ,,31772.0,NEWATER TECHNOLOGY INC
FTC Solar Inc,FTCI.OQ,,38673.0,FTC SOLAR INC
Biomea Fusion Inc,BMEA.OQ,,38529.0,BIOMEA FUSION INC
Akoya Biosciences Inc,AKYA.OQ^G25,,38527.0,AKOYA BIOSNCS INC
Sports Gear Co Ltd,6768.TW,SRTGR,43862.0,AMER SPORTS INC
Ascend Wellness Holdings Inc,AAWHu.CD,AAWH,,
Babylon Holdings Ltd,BBLNF.PK,BBLN,39938.0,BABYLON HOLDINGS LTD
Compass Inc,COMP.N,COMP,38488.0,COMPASS INC
Pivotal Investment Corp III,PICC.PK^I23,,35189.0,PIVOTAL INVEST CORP II
Starlight US Multi-Family (No 2) Core Plus Fund,SCPTa.V^L25,,,
MDA Space Ltd,MDA.TO,MDA,38560.0,MDA SPACE LTD
Legacy FSRD Inc,FSRDQ.PK^C23,,,
Evo Acquisition Corp,EVOJ.OQ^E23,,36719.0,GO ACQUISITION CORP
BigBear.ai Holdings Inc,BBAI.N,BBAI,37966.0,BIGBEAR.AI HOLDINGS INC
Social Leverage Acquisition Corp I,SLAC.OQ^B24,,,
Innovid Corp,CTV.N^B25,,37909.0,INNOVID CORP
Above Food Ingredients Inc,ABVE.OQ,,,
Churchill Capital Corp VII,CVII.OQ^H24,,36114.0,CHURCHILL CAPITAL CORP III
Churchill Capital Corp VI,CCVI.N^L23,,37543.0,CHURCHILL CAPITAL CORP V
Apollo Strategic Growth Capital II,APGB.N^K23,,,
Treace Medical Concepts Inc,TMCI.OQ,,38558.0,TREACE MEDIC CNCPTS INC
Lazard Growth Acquisition Corp I,LGAC.OQ^B23,,,
springBig Holdings Inc,SBIG.PK,,37922.0,SPRINGBIG HOLDINGS INC
Medicus Sciences Acquisition Corp,MSAC.OQ^B23,,,
Broadscale Acquisition Corp,SCLE.OQ^L22,,,
Tishman Speyer Innovation Corp II,TSIB.OQ^L22,,,
P3 Health Partners Inc,PIII.OQ,,37797.0,P3 HEALTH PARTNERS INC
Aveanna Healthcare Holdings Inc,AVAH.OQ,AVAH,192255.0,ACADIA HEALTHCARE CO INC
iSpecimen Inc,ISPC.OQ,,37671.0,ISPECIMEN INC
Rain Oncology Inc,RAIN.OQ^A24,,38697.0,RAIN ONCOLOGY INC
IPI Legacy Liquidation Co,IMPLQ.PK^D24,IMPLQ,38674.0,IPI LEGACY LIQUIDATION CO
Antera Ventures II Corp,AVIIp.V,,,
Textainer Group Holdings Ltd,TGH_pa.N^D24,TYPPAT,178552.0,TEXTAINER GROUP HOLDINGS LTD
Tailwind International Acquisition Corp,TWNFF.PK^E23,,34864.0,TRINE ACQUISITION CORP
PowerSchool Holdings Inc,PWSC.N^J24,BCPYTP,38946.0,POWERSCHOOL HOLDINGS INC
FaZe Holdings Inc,FAZE.OQ^C24,,37779.0,FAZE HOLDINGS INC
Sportstek Acquisition Corp,SPTK.OQ^L22,,36615.0,PTK ACQUISITION CORP
Property Solutions Acquisition Corp II,PSAG.OQ^L22,,,
Figure Acquisition Corp I,FACA.N^L22,,33324.0,PURE ACQUISITION CORP
Simon Property Group Acquisition Holdings Inc,SPGS.N^L22,,,
Privia Health Group Inc,PRVA.OQ,PRVA,38594.0,PRIVIA HEALTH GROUP INC
Bowman Consulting Group Ltd,BWMN.OQ,BWMN,38754.0,BOWMAN CONSLTG GRP LTD
Glimpse Group Inc,GGRP.OQ,,38827.0,GLIMPSE GROUP INC(THE)
Quadro Acquisition One Corp,QDRO.OQ^F24,,,
Kismet Acquisition Three Corp,KIII.PK^B23,,,
Rumble Inc,RUM.OQ,,37953.0,RUMBLE INC
FinServ Acquisition Corp II,FSRX.OQ^L23,,35778.0,FINSERV ACQUISITN CORP
New Vista Acquisition Corp,NVSA.OQ^B23,,33980.0,LONGEVITY ACQUISITION
Brachium2 Capital Corp,BRCBp.V,,,
Werewolf Therapeutics Inc,HOWL.OQ,,38625.0,WEREWOLF THERAPTCS INC
I-80 Gold Corp,IAU.TO,IAUX,38632.0,I-80 GOLD CORP
Semantix Inc,STIXF.PK,,37951.0,SEMANTIX INC
Pioneer AI Foundry Inc,JPEG.NLB,,,
Twin Vee PowerCats Co,VEEE.OQ,,38624.0,TWIN VEE POWERCATS CO
Twin Vee PowerCats Co,VEEE.OQ,,175402.0,TWIN VEE POWERCATS INC
Artiva Biotherapeutics Inc,ARTV.OQ,,38617.0,ARTIVA BIOTHERAPEUTICS INC
Five Star Bancorp,FSBC.OQ,FSBC,38634.0,FIVE STAR BANCORP
Honest Company Inc,HNST.OQ,,38635.0,HONEST CO INC (THE)
Arctos Northstar Acquisition Corp,ANAC.N^B23,,,
Somalogic Inc,SLGC.OQ^A24,,39102.0,SOMALOGIC INC
Gores Holdings VII Inc,GSEV.OQ^L22,,29473.0,GORES HOLDINGS II INC
Digital Brands Group Inc,DBGI.OQ,,35152.0,DIGITAL BRANDS GRP INC
Pasithea Therapeutics Corp,KTTA.OQ,,39089.0,PASITHEA THERAPEUTICS CORP
TRKA Media Group Inc,TRKAQ.PK^D24,TRKAM,23563.0,TROIKA MEDIA GROUP INC
FTAC Athena Acquisition Corp,FTAA.OQ^B23,,,
Sable Offshore Corp,SOC.N,SOC,38018.0,SABLE OFFSHORE CORP
USHG Acquisition Corp,HUGS.N^L22,,33731.0,HL ACQUISITION CORP
Austerlitz Acquisition Corp II,ASZ.N^K22,,185865.0,AUSTRALIA ACQUISITION CORP
Austerlitz Acquisition Corp I,AUS.N^K22,,185865.0,AUSTRALIA ACQUISITION CORP
SunPower Inc,SPWR.OQ,SPWR,38059.0,SUNPOWER INC
SunPower Inc,SPWR.OQ,SPWR,165051.0,SUNPOWER CORP
Fusion Acquisition Corp II,FSNB.N^J23,,33038.0,UNION ACQUISITION CORP
Ibere Pharmaceuticals,IBER.N^C23,,18749.0,AERIE PHARMACEUTICALS INC
Local Bounti Corp,LOCL.N,,37856.0,LOCAL BOUNTI CORP
Warrior Technologies Acquisition Co,WARR.N^I22,,,
Colicity Inc,COLI.OQ^L22,,36778.0,HOLICITY INC
"AlTi Global, Inc",ALTI.OQ,ALTI,38016.0,ALTI GLOBAL INC
Hudson Executive Investment Corp III,HIII.OQ^L22,,,
