Company Common Name,Instrument,Issuer Ticker,GVKEY,Compustat_Company_Name
Credissential Inc,WHIP.CD,,,
MoneyLion Inc,ML.N^D25,,39752.0,MONEYLION INC
Empreendimentos Pague Menos SA,PGMN3.SA,PGMNC,,
Sustainable Innovation & Health Dividend Fund,SIH_u.TO,,,
Quantumscape Corp,QS.OQ,QSX,37449.0,QUANTUMSCAPE CORP
Amergent Hospitality Group Inc,AMHGQ.PK,,,
Amesite Inc,AMST.OQ,,36863.0,AMESITE INC
Mirion Technologies Inc,MIR.N,MIRX,39935.0,MIRION TECHNOLOGIES INC
Nuvation Bio Inc,NUVB.N,,38076.0,NUVATION BIO INC
Gelesis Holdings Inc,GLSHQ.PK,,36678.0,GELESIS HOLDINGS INC
Goldn Futures Mineral Corp,FUTR.CD,,,
Lavvi Empreendimentos Imobiliarios S/A,LAVV3.SA,LAVVC,,
Bentley Systems Inc,BSY.OQ,BSY,37076.0,BENTLEY SYSTEMS INC
Inverfal Peru SAA,INVFALC1.LM,INVFX,,
Inmobiliaria SIC SA,ISICC1.LM,,,
Corsair Gaming Inc,CRSR.OQ,CRSR,37090.0,CORSAIR GAMING INC
Outset Medical Inc,OM.OQ,OM,36885.0,OUTSET MEDICAL INC
StepStone Group Inc,STEP.OQ,STEP,33110.0,STEPSTONE GROUP INC
Sumo Logic Inc,SUMO.OQ^E23,,36896.0,SUMO LOGIC INC
Metacrine Inc,MTCR.PK^F23,,36952.0,METACRINE INC
Jfrog Ltd,FROG.OQ,FROG,36945.0,JFROG LTD
Unity Software Inc,U.N,U,36898.0,UNITY SOFTWARE INC
American Well Corp,AMWL.N,,36950.0,AMERICAN WELL CORP
Dyne Therapeutics Inc,DYN.OQ,,36911.0,DYNE THERAPEUTICS INC
Vitru Ltd,VTRU.OQ^F24,VTRU,,
Playboy Inc,PLBY.OQ,PLBY,38065.0,PLAYBOY INC
Faraday Future Intelligent Electric Inc,FFAI.OQ,,39318.0,FARADAY FUTURE INTELLIGENT
SuperBuzz Inc,SPZ.V,,,
Mosaico Tecnologia ao Consumidor SA,MOSI3.SA^C22,,,
Snowflake Inc,SNOW.N,SNOWY,339965.0,SNOWFLAKE INC
Pet Center Comercio e Participacoes SA,PETZ3.SA^A26,PETZC,,
LeonaBio Inc,LONA.OQ,,36915.0,LEONABIO INC
Aspen Digital Inc,ASPD.PK,,,
Pactiv Evergreen Inc,PTVE.OQ^D25,CYDDEP,36973.0,PACTIV EVERGREEN INC
Cury Construtora e Incorporadora SA,CURY3.SA,CURYC,,
HBR Realty Empreendimentos Imobiliarios SA,HBRE3.SA,HBREC,,
GoodRx Holdings Inc,GDRX.OQ,GDRX,,
Huuuge Inc,HUGP.WA,,,
Vicarious Surgical Inc,RBOT.PK,,39712.0,VICARIOUS SURGICAL INC
Laird Superfood Inc,LSF.A,,36989.0,LAIRD SUPERFOOD INC
Plano & Plano Desenvolvimento Imobiliario SA,PLPL3.SA,PLPLC,,
Hidrovias do Brasil SA,HBSA3.SA,HBSAC,,
Ambipar Emergency Response,AMBIQ.PK,AMBPCA,36751.0,AMBIPAR EMERGENCY RESPONSE
Pyxus International Inc,PYYX.PK,PYYX,3937.0,PYXUS INTERNATIONAL INC
Origin Materials Inc,ORGN.OQ,,39097.0,ORIGIN MATERIALS INC
HAVN Life Sciences Inc,HAVN.CD,,166447.0,ANAVEX LIFE SCIENCES CORP
Pershing Square Tontine Holdings Ltd,PSTH.N^G22,,,
Mission Produce Inc,AVO.OQ,AVO,37019.0,MISSION PRODUCE INC
CalciMedica Inc,CALC.OQ,,37062.0,CALCIMEDICA INC
PMV Pharmaceuticals Inc,PMVP.OQ,,37036.0,PMV PHARMACEUTICALS INC
Prelude Therapeutics Inc,PRLD.OQ,,37063.0,PRELUDE THERAPEUTICS INC
Taysha Gene Therapies Inc,TSHA.OQ,,37013.0,TAYSHA GENE THERPS INC
Flagship Communities Real Estate Investment Trust,MHCu.TO,,,
MarketWise Inc,MKTW.OQ,MKTW,39311.0,MARKETWISE INC
JSL SA,JSLG3.SA,JSLGC,,
Immunome Inc,IMNM.OQ,,37035.0,IMMUNOME INC
Abacus Global Management Inc,ABX.N,ABXZ,36775.0,ABACUS GLOBAL MANAGEMENT INC
Academy Sports and Outdoors Inc,ASO.OQ,ASO,37054.0,ACADEMY SPO AND OU INC
C4 Therapeutics Inc,CCCC.OQ,,37081.0,C4 THERAPEUTICS INC
Oncorus Inc,ONCR.PK^A24,,37083.0,ONCORUS INC
Palantir Technologies Inc,PLTR.OQ,PLTR,29086.0,PALATIN TECHNOLOGIES INC
BRBI BR Partners SA,BRBI11.SA,BRBIA,,
Asana Inc,ASAN.N,,36964.0,ASANA INC
Elutia Inc,ELUT.OQ,,36985.0,ELUTIA INC
Nuvei Corp (Pre-Merger),NVEI.TO^K24,NUVEI,,
CareMax Inc,CMAXQ.PK^B25,CRMAX,38967.0,CAREMAX INC
Lucid Group Inc,LCID.OQ,LCID,39337.0,LUCID GROUP INC
Tempo Automation Holdings Inc,TMPOQ.PK,,36716.0,TEMPO AUTOMATION HOLDING INC
Sequoia Logistica e Transportes SA,SEQL3.SA,SEQLC,,
E.Merge Technology Acquisition Corp,ETAC.OQ^I22,,35603.0,APEX TECHNOLOGY ACQUISITION
LNG Energy Group Corp,LNGE.V,,30907.0,NG ENERGY INTERNATIONAL CORP
Getty Images Holdings Inc,GETY.N,GETY,36758.0,GETTY IMAGES HOLDINGS INC
Melnick Desenvolvimento Imobiliario SA,MELK3.SA,,,
Boa Vista Servicos SA,BOAS3.SA^H23,BOASC,,
Triad Business Bank,TBBC.PK,TBBC,,
LENSAR Inc,LNSR.OQ,,36929.0,LENSAR INC
Kronos Bio LLC,KRON.OQ^F25,,37102.0,KRONOS BIO INC
Spruce Biosciences Inc,SPRB.OQ,,37105.0,SPRUCE BIOSCIENCES INC
Evolv Technologies Holdings Inc,EVLV.OQ,,39280.0,EVOLV TECHNOLOGIES HOLDINGS
Shattuck Labs Inc,STTK.OQ,,37110.0,SHATTUCK LABS INC
GO Acquisition Corp,GOAC.N^H22,,36719.0,GO ACQUISITION CORP
Array Technologies Inc,ARRY.OQ,ARRY,37200.0,ARRAY TECHNOLOGIES INC
Astra Space Inc,ASTR.OQ^G24,,39136.0,ASTRA SPACE INC
,ASTR.OQ^G24,,,
Grupo Mateus SA,GMAT3.SA,GMATC,,
Denbury Inc,DEN.N^K23,DEN,20653.0,DENBURY INC
Topaz Energy Corp,TPZ.TO,TPZX,37248.0,TOPAZ ENERGY CORP
Tarsus Pharmaceuticals Inc,TARS.OQ,,37082.0,TARSUS PHARMACEUTI INC
Aligos Therapeutics Inc,ALGS.OQ,,37084.0,ALIGOS THERAPEUTICS INC
Eargo Inc,EAR.OQ^B24,,37080.0,EARGO INC
5:01 Acquisition Corp,FVAM.OQ^J22,,,
Praxis Precision Medicines Inc,PRAX.OQ,,37187.0,PRAXIS PRECIS MEDI INC
Landbay Inc,LNBY.PK,,,
Mcafee Corp,MCFE.OQ^C22,MCFE,25783.0,MCAFEE INC
Mcafee Corp,MCFE.OQ^C22,MCFE,37180.0,MCAFEE CORP
Acosta Verde SAB de CV,GAVA.MX,,,
Christina Lake Cannabis Corp,CLC.CD,CLCX,,
ATI Physical Therapy Inc,ATIP.PK^H25,ATIPS,296677.0,ATI PHYSICAL THERAPY INC
Datto Holding LLC,MSP.N^F22,,37254.0,DATTO HOLDING CORP
BBX Capital Inc,BBXIA.PK,BBXIA,5849.0,BBX CAPITAL CORP
AIM5 Ventures Inc,AIMEp.V,,27297.0,AXION VENTURES INC
RedBall Acquisition Corp,RBAC.N^H22,,24424.0,REDBALL ACQUISITI CORP
CCC Intelligent Solutions Holdings Inc,CCC.OQ,CCCX,39378.0,CCC INTELLIGENT SOLUTIONS HL
Guild Holdings Co,GHLD.N^K25,GUFMSG,37186.0,GUILD HOLDINGS CO
Urgent.ly Inc,ULY.OQ,,39436.0,URGENT.LY INC
BCLS Acquisition Corp,BLSA.OQ^J22,,152689.0,NBC ACQUISITION CORP
Foghorn Therapeutics Inc,FHTX.OQ,,37135.0,FOGHORN THERAPEUTICS INC
Biodesix Inc,BDSX.OQ,,37134.0,BIODESIX INC
Lion Electric Co,LEVGQ.PK,LEVGQ,38773.0,LION ELECTRIC CO (THE)
Stem Inc,STEM.N,STEM,38722.0,STEM INC
Markforged Holding Corp,MKFG.N^D25,,39250.0,MARKFORGED HOLDING CORP
HAW Capital 2 Corp,HAWp.V,,,
Root Inc,ROOT.OQ,ROOT,37150.0,ROOT INC
Mediaalpha Inc,MAX.N,,37148.0,MEDIAALPHA INC
Grail Inc,GRAL.OQ,,45458.0,GRAIL INC
Ouster Inc,OUST.OQ,,38343.0,OUSTER INC
Burgundy Technology Acquisition Corp,BTAQ.OQ^C22,,,
IC Group Holdings Inc,ICGH.V,,29598.0,ICC HOLDINGS INC
AF2 Capital Corp,AFp.V,,146734.0,BKF CAPITAL GROUP INC
Allegro Microsystems Inc,ALGM.OQ,ALGM,37309.0,ALLEGRO MICROSYSTEMS INC
Vivid Seats Inc,SEAT.OQ,SEATX,27251.0,VIVID SEATS INC
FAST Acquisition Corp,FST.N^H22,,36418.0,JAWS ACQUISITION CORP
Track & Field SA Co,TFCO4.SA,,,
Leslie's Inc,LESL.OQ,,37284.0,LESLIE'S INC
Steep Hill Inc,STPH.CD,,,
Cruzeiro do Sul Educacional SA,CSED3.SA,CSEDC,,
SQZ Biotechnologies Co,SQZB.PK,,37282.0,SQZ BIOTECHNOLOGIES CO
Vivos Therapeutics Inc,VVOS.OQ,,37290.0,VIVOS THERAPEUTICS INC
Atea Pharmaceuticals Inc,AVIR.OQ,,37292.0,ATEA PHARMACEUTICALS INC
Atlantic Avenue Acquisition Corp,ASAQ.N^J22,,,
MSP Recovery Inc,MSPR.PK,,36808.0,MSP RECOVERY INC
Enjoei SA,ENJU3.SA,,,
Jabbo Capital Corp,JABp.V,,,
Everyday People Financial Corp,EPF.V,,,
View Operations LLC,VIEWQ.PK^E24,VEWTPV,,
Payoneer Global Inc,PAYO.OQ,,,
Science 37 Holdings LLC,SNCE.OQ^C24,,39850.0,SCIENCE 37 HOLDINGS INC
Meliuz SA,CASH3.SA,,,
Verici DX PLC,VRCI.L,,,
Alphaville SA,AVLL3.SA,AVLLC,,
Compass Therapeutics Inc.,CMPX.OQ,,37364.0,COMPASS THERAPEUTICS INC
NUBURU Inc,BURU.A,,36883.0,NUBURU INC
Psyched Wellness Ltd,PSYC.CD,,,
MetroMile Inc,MILE.OQ^G22,,38050.0,METROMILE INC
CIM Real Estate Finance Trust Inc,CMRF.PK,CMRF,18103.0,CIM RL ESTATE FINANCE TR INC
Taboola.com Ltd,TBLA.OQ,TBLAX,39124.0,TABOOLA.COM LTD
Bemobi Mobile Tech SA,BMOB3.SA,,,
Anemoi International Ltd,AMOI.L,,,
Quantum-Si Inc,QSI.OQ,,38960.0,QUANTUM SI INC
GeneDx Holdings Corp,WGS.OQ,,39321.0,GENEDX HOLDINGS CORP
Boa Safra Sementes SA,SOJA3.SA,,,
RHEI Holdings Inc,BBTV.TO^A24,RHEIH,5404.0,HEI INC
California Resources Corp,CRC.N,CRC,21431.0,CALIFORNIA RESOURCES CORP
Auddia Inc,AUUD.OQ,,36089.0,AUDDIA INC
Cohn Robbins Holdings Corp,CRRCF.PK^L22,,,
Hapbee Technologies Inc,HAPB.V,,164099.0,API TECHNOLOGIES CORP
Pivotree Inc,PVT.V,,43874.0,IOTHREE LTD
Spire Global Inc,SPIR.N,SPIRX,6547.0,SPIRE INC
Spire Global Inc,SPIR.N,SPIRX,9954.0,SPIRE CORP
Spire Global Inc,SPIR.N,SPIRX,39442.0,SPIRE GLOBAL INC
Volta Inc,VLTA.N^C23,SHELV,39533.0,VOLTA INC
Ribbit LEAP Ltd,LEAP.N^H22,,,
Aeris Industria e Comercio de Equipamentos para Geracao de Energia SA,AERI3.SA,AERIC,,
Brava Energia SA,BRAV3.SA,RRRPC,201792.0,AXIA ENERGIA SA
Pacific Oak Strategic Opportunity REIT Inc,PCOK.PK,PCOK,,
Northview Residential REIT,NRR_u.TO,NHF,,
CTI Liquidation Co Inc,CYXTQ.PK^A24,CILQI,29900.0,CMTSU LIQUIDATION INC
NextNav Inc,NN.OQ,NNX,39992.0,NEXTNAV INC
Maravai LifeSciences Holdings Inc,MRVI.OQ,MRVI,37354.0,MARAVAI LIFESCIENS HLDGS INC
Startengine Crowdfunding Inc,STGC.PK^I25,,37331.0,STARTENGINE CROWDFUNDING INC
Owlet Inc,OWLT.N,,39255.0,OWLET INC
Equity Distribution Acquisition Corp,EQD.N^I22,,,
Granite Ridge Resources Inc,GRNT.N,GRNT,36951.0,GRANITE RIDGE RESOURCES INC
Joby Aviation Inc,JOBY.N,JOBY,39405.0,JOBY AVIATION INC
KBS Real Estate Investment Trust III Inc,KBSR.PK,KBSR,22560.0,KBS REAL ESTATE INST TR III
Conduit Holdings Ltd,CRE.L,,28719.0,CONDUENT INC
Humacyte Inc,HUMA.OQ,,39525.0,HUMACYTE INC
PMV Consumer Acquisition Corp,PMVC.PK,,,
North Mountain Merger Corp,NMMC.OQ^J22,,35289.0,SOUTH MOUNTAIN MERGER CORP
ESS Tech Inc,GWH.N,,39875.0,ESS TECH INC
Wheels Up Experience Inc,UP.N,UPXX,39231.0,WHEELS UP EXPERIENCE INC
Olema Pharmaceuticals Inc,OLMA.OQ,,37412.0,OLEMA PHARMACEUTICALS INC
Upstart Holdings Inc,UPST.OQ,UPST,37357.0,UPSTART HOLDINGS INC
Jiya Acquisition Corp,JYAC.OQ^K22,,36418.0,JAWS ACQUISITION CORP
Cvent Holding Corp,CVT.OQ^F23,CPSTBC,37356.0,CVENT HOLDING CORP
ARS Pharmaceuticals Inc,SPRY.OQ,,37495.0,ARS PHARMACEUTICALS INC
Transnational Cannabis Ltd,TRCNF.PK,,,
Perella Weinberg Partners,PWP.OQ,PWP,39098.0,PERELLA WEINBERG PARTNERS
Li-Cycle Holdings Corp,LICYQ.PK,,39406.0,LI-CYCLE HOLDINGS CORP
Bakkt Inc,BKKT.N,BKKT,39909.0,BAKKT INC
Concentrix Corp,CNXC.OQ,CNXC,37382.0,CONCENTRIX CORP
Rocket Lab Corp,RKLB.OQ,RKLB,39503.0,ROCKET LAB CORP
Seer Inc,SEER.OQ,,37425.0,SEER INC
Hydrofarm Holdings Group Inc,HYFM.OQ,HYFM,,
Bioatla Inc,BCAB.OQ,,37541.0,BIOATLA INC
DoorDash Inc,DASH.OQ,DASH,37420.0,DOORDASH INC
PubMatic Inc,PUBM.OQ,PUBMX,37510.0,PUBMATIC INC
C3.ai Inc,AI.N,AIXX,37517.0,C3.AI INC
Upay Inc,UPYY.PK,,,
Digital Asset Technologies Inc,DATT.CD,,,
Airspan Networks Holdings LLC,MIMOQ.PK^J24,,137861.0,AIRSPAN NETWORKS HOLDINGS IN
Haivision Systems Inc,HAI.TO,,37546.0,HAIVISION SYSTEMS INC
Airbnb Inc,ABNB.OQ,ABNB,37460.0,AIRBNB INC
Sigilon Therapeutics Inc,SGTX.OQ^H23,,37488.0,SIGILON THERAPTICS INC
Kinnate Biopharma Inc,KNTE.OQ^D24,,37486.0,KINNATE BIOPHARMA INC
EVgo Inc,EVGO.OQ,,39159.0,EVGO INC
Real Estate Split Corp,RS.TO,RSX,,
OppFi Inc,OPFI.N,,39306.0,OPPFI INC
Vy Global Growth,VYGG.N^J22,,36991.0,VY GLOBAL GROWTH
Rede D'Or Sao Luiz SA,RDOR3.SA,RDORC,,
Studio Bank,STBK.PK,STBK,,
LiveWire Group Inc,LVWR.N,,36979.0,LIVEWIRE GROUP INC
Telos Corp,TLS.OQ,TLSXX,165845.0,NTELOS HOLDINGS CORP
GPGI Inc,GPGI.N,GPGI,37153.0,GPGI INC
Sharecare Inc,SHCR.OQ^J24,IMPAQS,39158.0,SHARECARE INC
Recharge Acquisition Corp,RCHG.OQ^J22,,171140.0,CHART ACQUISITION CORP
Global Business Travel Group Inc,GBTG.N,GBTG,37079.0,GLOBAL BUSINESS TRAVL GP INC
Avanti Acquisition Corp,AVAN.N^J22,,37126.0,AVANTI ACQUISITION CORP
Chrome Holding Co,MEHCQ.PK^L25,,38717.0,CHROME HOLDING CO
Sotera Health Co,SHC.OQ,SHC,37338.0,SOTERA HEALTH CO
Affirm Holdings Inc,AFRM.OQ,AFRM,37413.0,AFFIRM HOLDINGS INC
Vittia SA,VITT3.SA,,,
Guochun International Inc,GCGJ.PK,,,
Chord Energy Corp,CHRD.OQ,CHRD,184442.0,CHORD ENERGY CORP
Beauty Health Co,SKIN.OQ,SKIN,38768.0,BEAUTY HEALTH CO (THE)
Roblox Corp,RBLX.N,RBLX,37453.0,ROBLOX CORP
Jesmond Capital Ltd,JESp.V,,51766.0,JEFFERSON CAPITAL INC
Prodigy Investments Holdings Inc,PTRAQ.PK^C24,,37776.0,PATRIA INVESTMENTS LTD
IG Acquisition Corp,IGAC.OQ^A23,,35134.0,GX ACQUISITION CORP
Aaron's Company Inc,AAN.N^J24,IQVUHA,37445.0,AARONS CO INC (THE)
ContextLogic Holdings Inc,LOGC.PK,LOGC,345980.0,CONTEXTLOGIC HOLDINGS INC
Abcellera Biologics Inc,ABCL.OQ,ABCL,37527.0,ABCELLERA BIOLOGICS INC
TPG Pace Beneficial Finance Corp,TPGY.N^J22,,,
Nerdy Inc,NRDY.N,,39703.0,NERDY INC
Starry Group Holdings Inc,STRYQ.PK^I23,,37113.0,STARRY GROUP HOLDINGS INC
Holley Inc,HLLY.N,HLLY,39265.0,HOLLEY INC
Legion Capital Corp,LGCP.PK,,183528.0,GAIN CAPITAL HOLDINGS INC
Mallard Acquisition Corp,MACU.OQ^E22,,21378.0,AXAR ACQUISITION CORP
Social Capital Hedosophia Holdings Corp. IV,IPOD.N^J22,,37075.0,SOCIAL CAPITAL HEDOSOPHIA
SoFi Technologies Inc,SOFI.OQ,SOFI,38916.0,SOFI TECHNOLOGIES INC
Social Capital Hedosophia Holdings Corp VI,IPOF.N^J22,,37075.0,SOCIAL CAPITAL HEDOSOPHIA
FiscalNote Holdings Inc,NOTE.N,,37191.0,FISCALNOTE HOLDINGS INC
Hillman Solutions Corp,HLMN.OQ,HLMN,66871.0,HILLMAN SOLUTIONS CORP
908 Devices Inc,MASS.OQ,,37480.0,908 DEVICES INC
Apartment Income REIT Corp,AIRC.N^F24,APTRIR,37489.0,APARTMENT INCOME REIT CORP
Petros Pharmaceuticals Inc,PTPI.PK,,37473.0,PETROS PHARMACEUTICALS INC
Vesync Co Ltd,2148.HK^E25,,272699.0,ENSYNC INC
Cipher Digital Inc,CIFR.OQ,CIFR,,
Neogrid Participacoes SA,NGRD3.SA,NGRDC,,
Certara Inc,CERT.OQ,CERT,37414.0,CERTARA INC
Petco Health and Wellness Company Inc,WOOF.OQ,WOOF,37502.0,PETCO HEALTH AND WELLNESS CO
Sky Harbour Group Corp,SKYH.N,,37066.0,SKY HARBOUR GROUP CORP
Xos Inc,XOS.OQ,,39472.0,XOS INC
T Stamp Inc,IDAI.OQ,,345764.0,T STAMP INC
Horizon Acquisition II Corp,HZON.A^D23,,37239.0,HORIZON ACQUISITION CORP II
Nuscale Power Corp,SMR.N,,37073.0,NUSCALE POWER CORP
Redbox Entertainment Inc,RDBX.OQ^H22,,39954.0,REDBOX ENTERTAINMENT INC
Westwing Comercio Varejista SA,WEST3.SA,,,
Ether Fund,QETHu.TO,,,
D-Wave Quantum Inc,QBTS.N,,,
Offerpad Solutions Inc,OPAD.N,,39570.0,OFFERPAD SOLUTIONS INC
KORE Group Holdings Inc,KORE.N,KORE,39804.0,KORE GROUP HOLDINGS INC
HIG Acquisition Corp,HIGA.N^J22,,33731.0,HL ACQUISITION CORP
Grupo Toky SA,TOKY3.SA,MBLYC,,
Blue Owl Capital Inc,OWL.N,OWL,33337.0,BLUE OWL CAPITAL CORP
Blue Owl Capital Inc,OWL.N,OWL,38845.0,BLUE OWL CAPITAL INC
Archaea Energy Inc,LFG.N^L22,BPAHEA,37164.0,ARCHAEA ENERGY INC
PLAYSTUDIOS Inc,MYPS.OQ,MYPS,39054.0,PLAYSTUDIOS INC
Hyzon Motors Inc,HYZN.OQ^B25,,39273.0,HYZON MOTORS INC
DocGo Inc,DCGO.OQ,DOCGO,37146.0,DOCGO INC
Sarissa Capital Acquisition Corp,SRSA.OQ^J22,,27887.0,SABAN CAPITAL ACQUISITION CP
Controladora Nemak SAB de CV,NMKA.MX^I21,NMKA,,
Lefteris Acquisition Corp,LFTR.OQ^J22,,36205.0,LIFESCI ACQUISITION CORP
Montauk Renewables Inc,MNTK.OQ,,37672.0,MONTAUK RENEWABLES INC
Comera Life Sciences Holdings Inc,CMRA.PK,,36881.0,COMERA LIFE SCIENCES HLD INC
Turmeric Acquisition Corp,TMPM.OQ^J22,,33324.0,PURE ACQUISITION CORP
Newpath Resources Inc,PATH.CD,,166253.0,NEWMAC RESOURCES INC
Oceanpact Servicos Maritimos SA,OPCT3.SA,OPCTC,,
Healwell Al Inc,AIDX.TO,AIDX,37685.0,HEALWELL AI INC
EpicQuest Education Group International Ltd,EEIQ.OQ,,,
Lux Health Tech Acquisition Corp,LUXA.OQ^J22,,,
Archer Aviation Inc,ACHR.N,,40092.0,ARCHER AVIATION INC
Bluescape Opportunities Acquisition Corp,BOAC.N^J23,,,
MindBeacon Holdings Inc,MBCN.TO^A22,,,
Abaxx Technologies Inc,ABXX.NLB,ABXXY,37574.0,ABAXX TECHNOLOGIES INC
Kits Eyecare Ltd,KITS.TO,,37777.0,KITS EYECARE LTD
Transjamaican Highway Ltd,TJHu.JS,TJH,,
Clever Leaves Holdings Inc,CLVR.PK,,37559.0,CLEVER LEAVES HOLDINGS INC
Bark Inc,BARK.N,,38937.0,BARK INC
Eletromidia SA,ELMD3.SA^F25,ELMDC,,
CONX Corp,CNXX.PK,,37332.0,CONX CORP
Tekkorp Digital Acquisition Corp,TEKK.OQ^J22,,,
Poshmark Inc,POSH.OQ^A23,,37560.0,POSHMARK INC
Altimeter Growth Corp 2,AGCB.N^L22,,,
Orizon Valorizacao de Residuos SA,ORVR3.SA,ORVRC,,
Cullinan Therapeutics Inc,CGEM.OQ,,37675.0,CULLINAN THERAPEUTICS INC
Intelligent Bio Solutions Inc,INBS.OQ,,35422.0,INTELLIGENT BIO SOLUTION INC
Motorsport Games Inc,MSGM.OQ,,37674.0,MOTORSPORT GAMES INC
Hempfusion Wellness Inc,CBDu.TO^E23,CBDXX,,
Omega Alpha SPAC,OMEG.OQ^L22,,,
Driven Brands Holdings Inc,DRVN.OQ,DRVN,37751.0,DRIVEN BRANDS HOLDINGS INC
Better World Acquisition Corp,BWAC.PK^G23,,,
Empress Royalty Corp,EMPR.V,,,
Eucrates Biomedical Acquisition Corp.,EUCR.OQ^D23,,,
IONQ Inc,IONQ.N,,39800.0,IONQ INC
Latch Inc,LTCH.PK,,38953.0,LATCH INC
Advanced Flower Capital Inc,AFCG.OQ,AFCG,38053.0,ADVANCED FLOWER CAPITAL INC
Dream Finders Homes Inc,DFH.N,DFH,37793.0,DREAM FINDERS HOMES INC
AEye Inc,LIDR.OQ,,39448.0,AEYE INC
Qualtrics International Inc,XM.OQ^F23,QTZHDQ,34326.0,QUALTRICS INTERNATIONAL INC
Unit Corp,UNTC.PK,UNTC,10877.0,UNIT CORP
Reservoir Media Inc,RSVR.OQ,RSVR,39363.0,RESERVOIR MEDIA INC
Enovix Corp,ENVX.OQ,ENVX,39251.0,ENOVIX CORP
Patria Investments Ltd,PAX.OQ,PTRHOP,37776.0,PATRIA INVESTMENTS LTD
Vinci Compass Investments Ltd,VINP.OQ,VINPX,37678.0,VINCI COMPASS INVEST LTD
Healthcare Services Acquisition Corp,HCAR.OQ^L22,,144520.0,AMN HEALTHCARE SERVICES INC
Agrogalaxy Participacoes SA em Recuperacao Judicial,AGXY3.SA,AGXYC,,
ZeroFox Holdings Inc,ZFOX.OQ^E24,,37416.0,ZEROFOX HOLDINGS INC
Eve Holding Inc,EVEX.N,,37373.0,EVE HOLDING INC
GBank Financial Holdings Inc,GBFH.OQ,GBFH,37688.0,GBANK FINANCIAL HOLDINGS INC
Lightstone Value Plus Reit III Inc,LVVR.PK,,27361.0,LIGHTSTONE VALUE PLU R I INC
Lightstone Value Plus Reit V Inc,LVVP.PK,,27361.0,LIGHTSTONE VALUE PLU R I INC
Surrozen Inc,SRZN.OQ,,39417.0,SURROZEN INC
Hippo Holdings Inc,HIPO.N,,39380.0,HIPPO HOLDINGS INC
Population Health Investment Co Inc,PHIC.OQ^K22,,,
Optimi Health Corp,OPTI.CD,,,
Alfi Inc,ALFIQ.PK,,37781.0,ALFI INC
Tuesday Morning Corp,TUEMQ.PK,TASCRU,11944.0,TUESDAY MORNING CORP
Aequi Acquisition Corp,ARBG.OQ^H23,,34346.0,AMCI ACQUISITION CORP
ON24 Inc,ONTF.N,,37787.0,ON24 INC
TELUS International (CDA) Inc,TIXT.TO^K25,EZI,,
Hyperfine Inc,HYPR.OQ,,37799.0,HYPERFINE INC
Omnichannel Acquisition Corp,OCA.N^F22,,,
Redwire Corp,RDW.N,RDW,39578.0,REDWIRE CORP
Grindr Inc,GRND.N,,37428.0,GRINDR INC
GetSwift Technologies Ltd,GTSWF.PK,,37213.0,SHIFT TECHNOLOGIES INC
loanDepot Inc,LDI.N,LDI,26297.0,LOANDEPOT INC
Health Assurance Acquisition Corp,HAAC.OQ^K22,,,
Beachbody Company Inc,BODI.OQ,,39112.0,BEACHBODY CO INC (THE)
Sunlight Financial Holdings Inc,SUNLQ.PK^L23,,39195.0,SUNLIGHT FINANCIAL HOLDINGS
Cascade Acquisition Corp,CAS.N^F22,,18326.0,CAESARS ACQUISITION CO
Gold Royalty Corp,GROY.A,GROY,37778.0,GOLD ROYALTY CORP
Sana Biotechnology Inc,SANA.OQ,,37925.0,SANA BIOTCHNOLOGY INC
Far Peak Acquisition Corp,FPAC.N^C23,,37493.0,FAR PEAK ACQUISITION CORP
Star Royalties Ltd,STRR.V,,34034.0,SITIO ROYALTIES CORP
Landos Biopharma Inc,LABP.OQ^E24,,37924.0,LANDOS BIOPHARMA INC
Danavation Technologies Corp,DVN.CD^A25,DVNTN,177281.0,CAVITATION TECHNOLOGIES INC
Wedgemount Resources Corp,WDGY.CD,,,
Focus Energia Holding Participacoes SA,POWE3.SA^C22,,,
Jalles Machado SA,JALL3.SA,JALLC,,
Viant Technology Inc,DSP.OQ,,37824.0,VIANT TECHNOLOGY INC
Bumble Inc,BMBL.OQ,BXUML,37790.0,BUMBLE INC
Extraction Oil & Gas Inc,XOG.OQ^K21,BBCYA,27677.0,EXTRACTION OIL & GAS INC
MPM Corporeos SA,ESPA3.SA,ESPAC,,
Vor Biopharma Inc,VOR.OQ,,37844.0,VOR BIOPHARMA INC
Terns Pharmaceuticals Inc,TERN.OQ,,37848.0,TERNS PHARMACEUTIC INC
Bolt Biotherapeutics Inc,BOLT.OQ,,39951.0,SAB BIOTHERAPEUTICS INC
Elicio Therapeutics Inc,ELTX.OQ,,20307.0,ELICIO THERAPEUTICS INC
Apria Inc,APR.OQ^C22,ACHAPR,37826.0,APRIA INC
Lucira Health Inc,LHDXQ.PK^J23,LHDX,37840.0,LUCIRA HEALTH INC
Sensei Biotherapeutics Inc,SNSE.OQ,,37825.0,SENSEI BIOTHERAPEU INC
Ortho Clinical Diagnostics Holdings Ltd,OCDX.OQ^E22,OTCLI,,
Shoals Technologies Group Inc,SHLS.OQ,,37646.0,SHOALS TECHNOLOGIES GRP INC
Cion Investment Corp,CION.N,CION,23984.0,CION INVESTMENT CORP
Doma Holdings Inc,DOMA.N^I24,RECLBD,39357.0,DOMA HOLDINGS INC
