index,lseg_name,lseg_clean,compustat_name,compustat_clean,gvkey,score
636,Carbon Done Right Developments Inc,CARBON DONE RIGHT DEVELOPMENTS,CARBON DONE RIGHT DEVELO INC,CARBON DONE RIGHT DEVELO,107226,89
640,Jefferies Financial Group Inc,JEFFERIES FINANCIAL,JEFFERIES FINANCIAL GRP INC,JEFFERIES FINANCIAL GRP,6682,90
646,Liberty All-Star Equity Fund,LIBERTY ALL STAR EQUITY FUND,LIBERTY ALL-STAR EQUITY,LIBERTY ALL STAR EQUITY,14729,90
677,CCL Industries Inc,CCL INDUSTRIES,CCA INDUSTRIES INC,CCA INDUSTRIES,11930,93
683,Chesapeake Financial Shares Inc,CHESAPEAKE FINANCIAL SHARES,CHESAPEAKE FINL SHARES INC,CHESAPEAKE FINL SHARES,63272,90
684,Universal Stainless & Alloy Products Inc,UNIVERSAL STAINLESS ALLOY PRODUCTS,UNVL STAINLESS & ALLOY PRODS,UNVL STAINLESS ALLOY PRODS,31170,87
685,Sun Bancorp Inc (NEW JERSEY),SUN BANCORP NEW JERSEY,BANCORP OF NEW JERSEY INC,BANCORP OF NEW JERSEY,180169,88
696,MFS Municipal Income Trust,MFS MUNICIPAL INCOME TRUST,DWS MUNICIPAL INCOME TRUST,DWS MUNICIPAL INCOME TRUST,15226,85
697,MGIC Investment Corp,MGIC INVESTMENT,MGIC INVESTMENT CORP/WI,MGIC INVESTMENT /WI,24379,91
700,Trane Inc,TRANE,CRANE CO,CRANE,3580,80
702,Sparta Capital Ltd,SPARTA CAPITAL,STACK CAPITAL GROUP INC,STACK CAPITAL,39031,81
706,Woodside Energy (LA) Holdings Inc,WOODSIDE ENERGY LA,WOODSIDE ENERGY GROUP LTD,WOODSIDE ENERGY,100712,91
711,Nova Group Holding Corp,NOVA HOLDING,INNOVAGE HOLD CORP,INNOVAGE HOLD,38174,80
712,US Geothermal Inc,US GEOTHERMAL,U S GEOTHERMAL INC,U S GEOTHERMAL,157921,89
719,W V S Financial Corp,W V S FINANCIAL,SB FINANCIAL GROUP INC,SB FINANCIAL,63058,81
729,Central Pacific Financial Corp,CENTRAL PACIFIC FINANCIAL,CENTRAL PACIFIC FINANCIAL CP,CENTRAL PACIFIC FINANCIAL CP,16705,94
744,Cablevision Systems Corp,CABLEVISION SYSTEMS,HAIVISION SYSTEMS INC,HAIVISION SYSTEMS,37546,83
748,CACI International Inc,CACI,CAI INTERNATIONAL INC,CAI,177109,86
750,J W Mays Inc,J W MAYS,MAYS (J.W.) INC,MAYS J W,7138,100
751,Tyner Resources Ltd,TYNER RESOURCES,TERAS RESOURCES INC,TERAS RESOURCES,107925,87
752,Caldwell Partners International Inc,CALDWELL PARTNERS,CALDWELL PARTNERS INTL INC,CALDWELL PARTNERS INTL,20269,87
753,JCK Legacy Co,JCK LEGACY,LEGACY EJY INC,LEGACY EJY,39908,80
763,McRae Industries Inc,MCRAE INDUSTRIES,RAVEN INDUSTRIES INC,RAVEN INDUSTRIES,8958,88
766,Blackstone Mortgage Trust Inc,BLACKSTONE MORTGAGE TRUST,BLACKSTONE MORTGAGE TR INC,BLACKSTONE MORTGAGE TR,20791,94
768,California Water Service Group,CALIFORNIA WATER SERVICE,CALIFORNIA WATER SERVICE GP,CALIFORNIA WATER SERVICE GP,2628,94
770,Callon Petroleum Co,CALLON PETROLEUM,CALLON PETROLEUM CO/DE,CALLON PETROLEUM /DE,15060,91
780,Melcor Developments Ltd,MELCOR DEVELOPMENTS,MELCOR DEVELOPMENT LTD,MELCOR DEVELOPMENT,15059,97
781,Mellon Financial Corp,MELLON FINANCIAL,MEDALLION FINANCIAL CORP,MEDALLION FINANCIAL,62919,91
788,Merchants Bancshares Inc,MERCHANTS BANCSHARES,MERCHANTS BANCSHARES INC/VT,MERCHANTS BANCSHARES /VT,16929,93
791,Hawkeye Acquisition Inc,HAWKEYE ACQUISITION,JAWS ACQUISITION CORP,JAWS ACQUISITION,36418,80
792,Canadian Tire Corporation Ltd,CANADIAN TIRE,CANADIAN TIRE CORP  -CL A,CANADIAN TIRE CL A,2703,84
794,Canadian Utilities Ltd,CANADIAN UTILITIES,CANADIAN UTILITIES  -CL A,CANADIAN UTILITIES CL A,14433,88
799,Aurcana Silver Corp,AURCANA SILVER,CARACARA SILVER INC,CARACARA SILVER,187851,83
815,Carlisle Companies Inc,CARLISLE COMPANIES,CARLISLE COS INC,CARLISLE COS,2771,80
816,HIVE Digital Technologies Ltd,HIVE DIGITAL TECHNOLOGIES,HIVE DIGITAL TECHNOLOGIE LTD,HIVE DIGITAL TECHNOLOGIE,105811,98
820,Intrepid Metals Corp,INTREPID METALS,INTREPID MINES LTD,INTREPID MINES,253437,83
831,Madison Pacific Properties Inc,MADISON PACIFIC PROPERTIES,MADISON PACIFIC PPTYS INC,MADISON PACIFIC PPTYS,111003,85
848,Perma-Pipe International Holdings Inc,PERMA PIPE,PERMA-PIPE INTERNATIONAL HOL,PERMA PIPE HOL,19431,83
851,Centex LLC,CENTEX,GENTEX CORP,GENTEX,5116,83
853,Sprott Physical Gold and Silver Trust,SPROTT PHYSICAL GOLD AND SILVER TRUST,SPROTT PHYSICAL SILVER TRUST,SPROTT PHYSICAL SILVER TRUST,185809,86
855,Healthier Choices Management Corp,HEALTHIER CHOICES MANAGEMENT,HEALTHIER CHOICES MNGMT CORP,HEALTHIER CHOICES MNGMT,184312,90
859,Milner Consolidated Silver Mines Ltd,MILNER CONSOLIDATED SILVER MINES,MILNER CONS SILVER MINES LTD,MILNER CONS SILVER MINES,26236,86
867,Century Bancorp Inc,CENTURY BANCORP,CENTURY BANCORP INC/MA,CENTURY BANCORP /MA,16748,91
878,Global Education Communities Corp,EDUCATION COMMUNITIES,GLOBAL EDTN COMMUNITIES CORP,EDTN COMMUNITIES,65418,86
879,Monmouth Real Estate Investment Corp,MONMOUTH REAL ESTATE INVESTMENT,MONMOUTH RE INVESTMENT CP,MONMOUTH RE INVESTMENT CP,7525,82
885,Reconnaissance Energy (Africa) Ltd,RECONNAISSANCE ENERGY AFRICA,RECONNISANCE ENRGY AFRIC LTD,RECONNISANCE ENRGY AFRIC,35644,92
891,abrdn Emerging Markets Ex-China Fund Inc,ABRDN EMERGING MARKETS EX CHINA FUND,ABRDN EMERGING MKT EX-CHN FD,ABRDN EMERGING MKT EX CHN FD,16571,88
927,iHeartCommunications Inc,IHEARTCOMMUNICATIONS,CHARTER COMMUNICATIONS INC,CHARTER COMMUNICATIONS,126136,86
932,NACCO Industries Inc,NACCO INDUSTRIES,NACCO INDUSTRIES  -CL A,NACCO INDUSTRIES CL A,7938,86
934,Clorox Co,CLOROX,CLOROX CO/DE,CLOROX /DE,3121,80
937,NAPCO Security Technologies Inc,NAPCO SECURITY TECHNOLOGIES,NAPCO SECURITY TECH INC,NAPCO SECURITY TECH,7685,83
938,National Bank of Canada,NATIONAL BANK OF CANADA,NATIONAL BANK CANADA,NATIONAL BANK CANADA,15620,93
939,National City Corp,NATIONAL CITY,CITY NATIONAL CORP,CITY NATIONAL,3082,100
953,MFS High Income Municipal Trust,MFS HIGH INCOME MUNICIPAL TRUST,MFS HIGH INCOME MUNI TRUST,MFS HIGH INCOME MUNI TRUST,15372,91
957,National Presto Industries Inc,NATIONAL PRESTO INDUSTRIES,NATIONAL PRESTO INDS INC,NATIONAL PRESTO INDS,7762,87
960,National Security Group Inc,NATIONAL SECURITY,NATIONAL SEC GROUP INC,NATIONAL SEC,17072,83
962,Martello Technologies Group Inc,MARTELLO TECHNOLOGIES,ARLO TECHNOLOGIES INC,ARLO TECHNOLOGIES,33766,89
964,Nationwide Health Properties Inc,NATIONWIDE HEALTH PROPERTIES,NATIONWIDE HEALTH PPTYS INC,NATIONWIDE HEALTH PPTYS,13124,86
965,MFS High Yield Municipal Trust,MFS HIGH YIELD MUNICIPAL TRUST,MFS HIGH YIELD MUNICIPAL TR,MFS HIGH YIELD MUNICIPAL TR,14692,95
970,Catalent JNP Inc,CATALENT JNP,CATALENT INC,CATALENT,20228,80
973,Comet Industries Ltd,COMET INDUSTRIES,DYCOM INDUSTRIES INC,DYCOM INDUSTRIES,4115,88
975,Commerce Bancorp LLC,COMMERCE BANCORP,COMMERCEFIRST BANCORP INC,COMMERCEFIRST BANCORP,140043,86
978,Community Financial System Inc,COMMUNITY FINANCIAL SYSTEM,COMMUNITY FINANCIAL SYST INC,COMMUNITY FINANCIAL SYST,16790,96
980,Nature's Sunshine Products Inc,NATURE S SUNSHINE PRODUCTS,NATURES SUNSHINE PRODS INC,NATURES SUNSHINE PRODS,7799,88
988,New America High Income Fund Inc,NEW AMERICA HIGH INCOME FUND,NEW AMERICA HI INCOME FUND,NEW AMERICA HI INCOME FUND,14743,96
993,Comtech Telecommunications Corp,COMTECH TELECOMMUNICATIONS,ADC TELECOMMUNICATIONS INC,ADC TELECOMMUNICATIONS,1013,83
996,New England Realty Associates LP,NEW ENGLAND REALTY ASSOCIATES LP,NEW ENGLAND REALTY ASSC  -LP,NEW ENGLAND REALTY ASSC LP,14639,90
1003,Connecticut Water Service Inc,CONNECTICUT WATER SERVICE,CONNECTICUT WATER SVC INC,CONNECTICUT WATER SVC,3394,91
1008,Auscan Resources Inc,AUSCAN RESOURCES,ARCAN RESOURCES LTD,ARCAN RESOURCES,165523,90
1013,Northern Dynasty Minerals Ltd,NORTHERN DYNASTY MINERALS,NORTHERN DYNASTY MINERAL LTD,NORTHERN DYNASTY MINERAL,107637,98
1014,Community Investors Bancorp Inc,COMMUNITY INVESTORS BANCORP,COMMUNITY BANCORP INC/VT,COMMUNITY BANCORP /VT,21525,85
1015,Atmofizer Technologies Inc,ATMOFIZER TECHNOLOGIES,SOFI TECHNOLOGIES INC,SOFI TECHNOLOGIES,38916,82
1017,Glen Eagle Resources Inc,GLEN EAGLE RESOURCES,EAGLE PLAINS RESOURCES LTD,EAGLE PLAINS RESOURCES,106227,86
1027,New York Times Co,NEW YORK TIMES,NEW YORK TIMES CO  -CL A,NEW YORK TIMES CL A,7866,85
1030,University Bancorp Inc (MICHIGAN),UNIVERSITY BANCORP MICHIGAN,UNIVERSITY BANCORP INC,UNIVERSITY BANCORP,21423,80
1034,Trident Resources Corp,TRIDENT RESOURCES,TRIGEN RESOURCES INC,TRIGEN RESOURCES,60863,91
1053,Noble Roman's Inc,NOBLE ROMAN S,NOBLE ROMANS INC,NOBLE ROMANS,7914,96
1070,North European Oil Royalty Trust,NORTH EUROPEAN OIL ROYALTY TRUST,NORTH EUROPEAN OIL RTY TR,NORTH EUROPEAN OIL RTY TR,7959,88
1083,C21 Investments Inc,C21 INVESTMENTS,CYS INVESTMENTS INC,CYS INVESTMENTS,176637,87
1090,Northwest Natural Holding Co,NORTHWEST NATURAL HOLDING,NORTHWEST NATURAL HLDNG CO,NORTHWEST NATURAL HLDNG,7993,96
1111,Nuveen California Municipal Value Fund Inc,NUVEEN CALIFORNIA MUNICIPAL VALUE FUND,NUVEEN CALIFORNIA MUN VAL FD,NUVEEN CALIFORNIA MUN VAL FD,16484,85
1112,US Gold Corp,US GOLD,U.S. GOLD CORP,U S GOLD,32014,80
1115,Nuveen New York Municipal Value Fund,NUVEEN NEW YORK MUNICIPAL VALUE FUND,NUVEEN NJ MUNICIPAL VALUE FD,NUVEEN NJ MUNICIPAL VALUE FD,182921,84
1118,Nuveen Municipal Value Fund Inc,NUVEEN MUNICIPAL VALUE FUND,NUVEEN NJ MUNICIPAL VALUE FD,NUVEEN NJ MUNICIPAL VALUE FD,182921,91
1133,Bristow Holdings US Inc,BRISTOW US,BRISTOW GROUP INC,BRISTOW,8092,82
1140,Covista Inc,COVISTA,COVIA HOLDINGS CORP,COVIA,33588,83
1141,Oil-Dri Corporation of America,OIL DRI OF AMERICA,OIL DRI CORP AMERICA,OIL DRI AMERICA,8105,91
1145,Old Republic International Corp,OLD REPUBLIC,OLD REPUBLIC INTL CORP,OLD REPUBLIC INTL,14828,83
1161,Walt Disney Co,WALT DISNEY,DISNEY (WALT) CO,DISNEY WALT,3980,100
1166,West Red Lake Gold Mines Ltd,WEST RED LAKE GOLD MINES,WEST RED LAKE GOLD MIN LTD,WEST RED LAKE GOLD MIN,107561,96
1173,RR Donnelley & Sons Co,RR DONNELLEY SONS,DONNELLEY (R R) & SONS CO,DONNELLEY R R SONS,4040,97
1181,P&F Industries Inc,P F INDUSTRIES,R F INDUSTRIES LTD,R F INDUSTRIES,2829,93
1187,BNY Mellon Strategic Municipals Inc,BNY MELLON STRATEGIC MUNICIPALS,BNY MELLON STRATEGIC MUNS IN,BNY MELLON STRATEGIC MUNS IN,14779,85
1207,Eagle Bancorp Inc,EAGLE BANCORP,EAGLE BANCORP INC/MD,EAGLE BANCORP /MD,111721,90
1215,Learning Tree International Inc,LEARNING TREE,LEARNING TREE INTL INC,LEARNING TREE INTL,61662,84
1216,Diversicare Healthcare Services LLC,DIVERSICARE HEALTHCARE SERVICES,DIVERSICARE HEALTHCARE SVCS,DIVERSICARE HEALTHCARE SVCS,30175,93
1221,PNC Financial Services Group Inc,PNC FINANCIAL SERVICES,PNC FINANCIAL SVCS GROUP INC,PNC FINANCIAL SVCS,8245,90
1227,Pacific Gas and Electric Co,PACIFIC GAS AND ELECTRIC,PACIFIC GAS & ELECTRIC CO,PACIFIC GAS ELECTRIC,65092,91
1248,Community Bancorp,COMMUNITY BANCORP,COMMUNITY BANCORP INC/VT,COMMUNITY BANCORP /VT,21525,92
1253,PREIT Realty LLC,PREIT REALTY,CORESITE REALTY CORP,CORESITE REALTY,185177,81
1254,People's United Financial Inc,PEOPLE S UNITED FINANCIAL,PEOPLE'S UNITED FINL INC,PEOPLE S UNITED FINL,16245,89
1256,Peoples Energy Corp,PEOPLES ENERGY,PECO ENERGY CO,PECO ENERGY,145347,80
1263,Petro Canada,PETRO CANADA,POWER CORP CANADA,POWER CANADA,8702,83
1267,PHI Aviation LLC,PHI AVIATION,SPIRIT AVIATION HOLDINGS INC,SPIRIT AVIATION,185624,81
1282,Pier 1 Imports Inc,PIER 1 IMPORTS,PIER 1 IMPORTS INC/DE,PIER 1 IMPORTS /DE,8579,90
1292,First Community Bankshares Inc,FIRST COMMUNITY BANKSHARES,FIRST CMNTY BANCSHARES INC,FIRST CMNTY BANCSHARES,26071,88
1301,TreeCon Resources Inc,TREECON RESOURCES,TRECORA RESOURCES,TRECORA RESOURCES,1712,88
1302,Pope Resources A Delaware LP,POPE RESOURCES A DELAWARE LP,POPE RESOURCES/DE  -LP,POPE RESOURCES/DE LP,19965,83
1307,Power Corporation of Canada,POWER OF CANADA,POWER CORP CANADA,POWER CANADA,8702,89
1310,Precision Drilling Corporation(Calgary),PRECISION DRILLING CALGARY,PRECISION DRILLING CORP,PRECISION DRILLING,20695,82
1312,T Rowe Price Group Inc,T ROWE PRICE,PRICE (T. ROWE) GROUP,PRICE T ROWE,12138,100
1313,Companhia Siderurgica Nacional SA,COMPANHIA SIDERURGICA NACIONAL SA,COMPANHIA SIDERURGICA NACION,COMPANHIA SIDERURGICA NACION,208057,92
1320,Kronos Advanced Technologies Inc,KRONOS ADVANCED TECHNOLOGIES,GT ADVANCED TECHNOLOGIES INC,GT ADVANCED TECHNOLOGIES,177895,85
1322,XTO Energy Inc,XTO ENERGY,XT ENERGY GROUP INC,XT ENERGY,185169,95
1323,Pro-Dex Inc,PRO DEX,PRO-DEX INC/CO,PRO DEX /,12458,100
1325,Pond Technologies Holdings Inc,POND TECHNOLOGIES,POUNCE TECHNOLOGIES INC,POUNCE TECHNOLOGIES,20998,89
1329,Progressive Corp,PROGRESSIVE,PROGRESSIVE CORP-OHIO,PROGRESSIVE OHIO,13341,81
1332,Providence and Worcester Railroad Co,PROVIDENCE AND WORCESTER RAILROAD,PROVIDENCE AND WORCESTER RR,PROVIDENCE AND WORCESTER RR,14616,90
1336,Public Service Electric And Gas Co,PUBLIC SERVICE ELECTRIC AND GAS,PUBLIC SERVICE ELEC & GAS CO,PUBLIC SERVICE ELEC GAS,12749,85
1338,Public Service Enterprise Group Inc,PUBLIC SERVICE ENTERPRISE,PUBLIC SERVICE ENTRP GRP INC,PUBLIC SERVICE ENTRP GRP,8810,86
1344,Putnam Managed Municipal Income Trust,PUTNAM MANAGED MUNICIPAL INCOME TRUST,PUTNAM MANAGED MUNI INCOME,PUTNAM MANAGED MUNI INCOME,15391,83
1345,Putnam Premier Income Trust,PUTNAM PREMIER INCOME TRUST,PUTNAM PREMIER INCOME TR,PUTNAM PREMIER INCOME TR,14804,94
1346,Putnam Master Intermediate Income Trust,PUTNAM MASTER INTERMEDIATE INCOME TRUST,PUTNAM MASTER INTERM INCOME,PUTNAM MASTER INTERM INCOME,14760,82
1353,Vencanna Ventures Inc,VENCANNA VENTURES,VALENCIA VENTURES INC,VALENCIA VENTURES,29471,82
1359,Nuveen Multi-Market Income Fund,NUVEEN MULTI MARKET INCOME FUND,NUVEEN MULTI-MKT INCM FD,NUVEEN MULTI MKT INCM FD,15392,87
1361,R C M Technologies Inc,R C M TECHNOLOGIES,RCM TECHNOLOGIES INC,RCM TECHNOLOGIES,8892,88
1367,District Mines Ltd,DISTRICT MINES,DISTRICT METALS CORP,DISTRICT METALS,106629,83
1375,InnSuites Hospitality Trust,INNSUITES HOSPITALITY TRUST,INNSUITES HOSPITALITY TR,INNSUITES HOSPITALITY TR,8987,94
1378,New World Solutions Inc,NEW WORLD SOLUTIONS,WORLD ENERGY SOLUTIONS INC,WORLD ENERGY SOLUTIONS,176068,88
1379,Regis Corp,REGIS,REIS INC,REIS,64850,89
1380,Reitmans Canada Ltd,REITMANS CANADA,REITMANS (CANADA)  -CL A,REITMANS CANADA CL A,9034,86
1382,Reliability Inc,RELIABILITY,RELIABILITY INC -OLD,RELIABILITY OLD,9048,85
1391,Automotive Finco Corp,AUTOMOTIVE FINCO,ECHO AUTOMOTIVE INC,ECHO AUTOMOTIVE,170784,84
1392,Ressources Minieres Radisson Inc,RESSOURCES MINIERES RADISSON,RADISSON MINING RESOURCS INC,RADISSON MINING RESOURCS,65635,85
1409,Rogers Communications Inc,ROGERS COMMUNICATIONS,GEOS COMMUNICATIONS INC,GEOS COMMUNICATIONS,62101,90
1418,Universal Insurance Holdings Inc,UNIVERSAL INSURANCE,UNIVERSAL INSURANCE HLDGS,UNIVERSAL INSURANCE HLDGS,26016,86
1437,Global UAV Technologies Ltd,UAV TECHNOLOGIES,UQM TECHNOLOGIES INC,UQM TECHNOLOGIES,22772,88
1445,Travelers Companies Inc,TRAVELERS COMPANIES,TRAVELERS COS INC,TRAVELERS COS,62689,81
1446,San Juan Basin Royalty Trust,SAN JUAN BASIN ROYALTY TRUST,SAN JUAN BASIN ROYALTY TR,SAN JUAN BASIN ROYALTY TR,9393,94
1459,Schmitt Industries Inc,SCHMITT INDUSTRIES,SCHMITT INDUSTRIES INC/OR,SCHMITT INDUSTRIES /OR,26520,92
1464,Charles Schwab Corp,CHARLES SCHWAB,SCHWAB (CHARLES) CORP,SCHWAB CHARLES,13988,100
1470,Horizon Kinetics Holding Corp,HORIZON KINETICS HOLDING,HORIZON KINETICS HLDING CORP,HORIZON KINETICS HLDING,9521,98
1473,Seacoast Banking Corporation of Florida,SEACOAST BANKING OF FLORIDA,SEACOAST BANKING CORP/FL,SEACOAST BANKING /FL,17184,83
1476,MB Financial Inc,MB FINANCIAL,UMB FINANCIAL CORP,UMB FINANCIAL,10916,96
1477,Savanna Energy Services Corp,SAVANNA ENERGY SERVICES,SAVANNA ENERGY SVCS CORP,SAVANNA ENERGY SVCS,136266,90
1481,Selective Insurance Group Inc,SELECTIVE INSURANCE,SLIDE INSURANCE HOLDINGS INC,SLIDE INSURANCE,51778,82
1490,Pacific Bay Minerals Ltd,PACIFIC BAY MINERALS,PACIFIC BOOKER MINERALS INC,PACIFIC BOOKER MINERALS,105630,84
1495,Old Dominion Freight Line Inc,OLD DOMINION FREIGHT LINE,OLD DOMINION FREIGHT,OLD DOMINION FREIGHT,24617,89
1498,Millennium Pharmaceuticals Inc,MILLENNIUM PHARMACEUTICALS,MIRUM PHARMACEUTICALS INC,MIRUM PHARMACEUTICALS,35375,85
1504,SVB Financial Group,SVB FINANCIAL,SB FINANCIAL GROUP INC,SB FINANCIAL,63058,96
1505,Macau Capital Investments Inc,MACAU CAPITAL INVESTMENTS,MGT CAPITAL INVESTMENTS INC,MGT CAPITAL INVESTMENTS,63337,88
1509,Advanced Energy Industries Inc,ADVANCED ENERGY INDUSTRIES,ADVANCED ENERGY INDS INC,ADVANCED ENERGY INDS,61562,87
1510,Maptelligent Inc,MAPTELLIGENT,TELIGENT INC,TELIGENT,5888,80
1515,A O Smith Corp,A O SMITH,SMITH (A.O.),SMITH A O,9771,100
1519,Vior Gold Corporation Inc,VIOR GOLD,VICTORIA GOLD CORP,VICTORIA GOLD,108744,82
1521,Shorepower Technologies Inc,SHOREPOWER TECHNOLOGIES,OCEAN POWER TECHNOLOGIES INC,OCEAN POWER TECHNOLOGIES,260737,85
1527,Source Capital Inc,SOURCE CAPITAL,CAPITALSOURCE INC,CAPITALSOURCE,154755,96
1544,Span-America Medical Systems Inc,SPAN AMERICA MEDICAL SYSTEMS,SPAN-AMERICA MEDICAL SYS INC,SPAN AMERICA MEDICAL SYS,9916,92
1547,Sparton Resources Inc,SPARTON RESOURCES,SARATOGA RESOURCES INC,SARATOGA RESOURCES,160214,86
1549,Global Technologies Ltd,TECHNOLOGIES,BK TECHNOLOGIES CORP,BK TECHNOLOGIES,1117,89
1556,Standard Motor Products Inc,STANDARD MOTOR PRODUCTS,STANDARD MOTOR PRODS,STANDARD MOTOR PRODS,10000,93
1562,L S Starrett Co,L S STARRETT,STARRETT (L.S.) CO  -CL A,STARRETT L S CL A,10030,83
1578,Universal Health Services Inc,UNIVERSAL HEALTH SERVICES,UNIVERSAL HEALTH SVCS INC,UNIVERSAL HEALTH SVCS,11032,91
1587,Oracle America Inc,ORACLE AMERICA,RESOURCE AMERICA INC,RESOURCE AMERICA,9083,80
1596,Superior Industries International Inc,SUPERIOR INDUSTRIES,SUPERIOR INDUSTRIES INTL,SUPERIOR INDUSTRIES INTL,10195,88
1597,Superior Group of Companies Inc,SUPERIOR OF COMPANIES,SUPERIOR GROUP OF COS INC,SUPERIOR OF COS,10198,83
1600,Mint Wellness Corp,MINT WELLNESS,NUMINUS WELLNESS INC,NUMINUS WELLNESS,36528,83
1603,Symbol Technologies LLC,SYMBOL TECHNOLOGIES,MOBIO TECHNOLOGIES INC,MOBIO TECHNOLOGIES,137356,86
1631,Natama Investment Group Inc,NATAMA INVESTMENT,PATRIA INVESTMENTS LTD,PATRIA INVESTMENTS,37776,80
1633,Technical Communications Corp,TECHNICAL COMMUNICATIONS,TECHNICAL COMMUNICATIONS CP,TECHNICAL COMMUNICATIONS CP,10364,94
1641,Telephone and Data Systems Inc,TELEPHONE AND DATA SYSTEMS,TELEPHONE & DATA SYSTEMS INC,TELEPHONE DATA SYSTEMS,10411,92
1646,Templeton Emerging Markets Fund Inc,TEMPLETON EMERGING MARKETS FUND,TEMPLETON EMERGING MKTS FUND,TEMPLETON EMERGING MKTS FUND,14681,95
1652,Tetra Technologies Inc,TETRA TECHNOLOGIES,TETRA TECHNOLOGIES INC/DE,TETRA TECHNOLOGIES /DE,21237,92
1657,Capstone Holding Corp,CAPSTONE HOLDING,ATHENE HOLDING LTD,ATHENE HOLDING,318728,80
1671,Timberland LLC,TIMBERLAND,TIMBERLAND CO  -CL A,TIMBERLAND CL A,13554,80
1676,Manitex Capital Inc,MANITEX CAPITAL,UNITED CAPITAL CORP,UNITED CAPITAL,7300,83
1699,Transatlantic Holdings Inc (OLD),TRANSATLANTIC OLD,TRANSATLANTIC HOLDINGS INC,TRANSATLANTIC,23006,87
1700,Transcontinental Realty Investors Inc,TRANSCONTINENTAL REALTY INVESTORS,TRANSCONTINENTAL RLTY INVS,TRANSCONTINENTAL RLTY INVS,3410,88
1712,TrustCo Bank Corp NY,TRUSTCO BANK NY,TRUSTCO BANK CORP/NY,TRUSTCO BANK /NY,17245,100
1718,Tyson Foods Inc,TYSON FOODS,TYSON FOODS INC  -CL A,TYSON FOODS CL A,10793,81
1728,AI/ML Innovations Inc,AI/ML INNOVATIONS,ATRIUM INNOVATIONS INC,ATRIUM INNOVATIONS,272705,80
1736,Kingstone Companies Inc,KINGSTONE COMPANIES,KINGSTONE COS INC,KINGSTONE COS,4485,81
1745,United Bankshares Inc,UNITED BANKSHARES,UNITED BANKSHARES INC/WV,UNITED BANKSHARES /WV,17248,92
1754,US Global Investors Inc,US INVESTORS,U S GLOBAL INVESTORS INC,U S INVESTORS,12407,88
1756,Array Digital Infrastructure Inc,ARRAY DIGITAL INFRASTRUCTURE,ARRAY DIG INFRASTRUCTURE INC,ARRAY DIG INFRASTRUCTURE,14369,92
1765,Labrador Iron Ore Royalty Corp,LABRADOR IRON ORE ROYALTY,LABRADOR IRON ORE ROYALTY CP,LABRADOR IRON ORE ROYALTY CP,64260,94
1768,Canadian Real Estate Investment Trust,CANADIAN REAL ESTATE INVESTMENT TRUST,CANADIAN REAL ESTATE INVT TR,CANADIAN REAL ESTATE INVT TR,105755,86
1773,Kemper Corp,KEMPER,KEMPER CORP/DE,KEMPER /DE,21503,80
1774,Universal Corp,UNIVERSAL,UNIVERSAL CORP/VA,UNIVERSAL /VA,11017,86
1776,Universal Health Realty Income Trust,UNIVERSAL HEALTH REALTY INCOME TRUST,UNIVERSAL HEALTH RLTY INCOME,UNIVERSAL HEALTH RLTY INCOME,13580,88
1779,Universal Safety Products Inc,UNIVERSAL SAFETY PRODUCTS,UNIVERSAL SAFETY PRDUCTS INC,UNIVERSAL SAFETY PRDUCTS,11027,98
1783,General Motors Financial Company Inc,GENERAL MOTORS FINANCIAL,GENERAL MOTORS FINL CO INC,GENERAL MOTORS FINL,17197,88
1784,Ameriserv Financial Inc,AMERISERV FINANCIAL,AMERISERV FINANCIAL INC/PA,AMERISERV FINANCIAL /PA,17269,93
1799,Wavefront Technology Solutions Inc,WAVEFRONT TECHNOLOGY SOLUTIONS,WAVEFRONT TECHNOLOGY SOLTNS,WAVEFRONT TECHNOLOGY SOLTNS,156602,95
1817,Village Super Market Inc,VILLAGE SUPER MARKET,VILLAGE SUPER MARKET  -CL A,VILLAGE SUPER MARKET CL A,11178,89
1820,Virginia Electric and Power Co,VIRGINIA ELECTRIC AND POWER,VIRGINIA ELECTRIC & POWER CO,VIRGINIA ELECTRIC POWER,11188,92
1823,Volt Information Sciences Inc,VOLT INFORMATION SCIENCES,VOLT INFO SCIENCES INC,VOLT INFO SCIENCES,11213,84
1844,Kinder Morgan Energy Partners LP,KINDER MORGAN ENERGY PARTNERS LP,KINDER MORGAN ENERGY  -LP,KINDER MORGAN ENERGY LP,25627,84
1848,Washington Trust Bancorp Inc,WASHINGTON TRUST BANCORP,WASHINGTON TR BANCORP INC,WASHINGTON TR BANCORP,19873,93
1850,Biospecifics Technologies LLC,BIOSPECIFICS TECHNOLOGIES,BIOSPECIFICS TECHNOLOGIES CP,BIOSPECIFICS TECHNOLOGIES CP,24710,94
1856,Weingarten Realty Investors,WEINGARTEN REALTY INVESTORS,WEINGARTEN REALTY INVST,WEINGARTEN REALTY INVST,11340,92
1864,West Fraser Timber Co Ltd,WEST FRASER TIMBER,WEST FRSER TMBR CO LTD,WEST FRSER TMBR,14330,91
1865,West Pharmaceutical Services Inc,WEST PHARMACEUTICAL SERVICES,WEST PHARMACEUTICAL SVSC INC,WEST PHARMACEUTICAL SVSC,11376,88
1866,Westamerica Bancorp,WESTAMERICA BANCORP,WESTAMERICA BANCORPORATION,WESTAMERICA BANCORPORATION,14253,84
1870,George Weston Ltd,GEORGE WESTON,WESTON (GEORGE) LTD,WESTON GEORGE,11443,100
