index,lseg_name,lseg_clean,compustat_name,compustat_clean,gvkey,score
11634,Portillos Inc,PORTILLOS,PORTILLO'S INC,PORTILLO S,39756,95
11637,Conyers Park III Acquisition Corp,CONYERS PARK III ACQUISITION,HYDE PARK ACQUISITION CP II,HYDE PARK ACQUISITION CP II,4681,84
11643,Jupiter Acquisition Corp,JUPITER ACQUISITION,GLOBAL PARTNER ACQUISITION,PARTNER ACQUISITION,24482,84
11652,PHP Ventures Acquisition Corp,PHP VENTURES ACQUISITION,PURE ACQUISITION CORP,PURE ACQUISITION,33324,80
11654,WinVest Acquisition Corp,WINVEST ACQUISITION,ALIGNVEST ACQUISITION CORP,ALIGNVEST ACQUISITION,24822,90
11669,Planting Hope Co Inc,PLANTING HOPE,PLANTING HOPE COM INC (THE),PLANTING HOPE COM,40540,87
11670,Planet X Capital Corp,PLANET X CAPITAL,OXFORD LANE CAPITAL CORP,OXFORD LANE CAPITAL,186289,80
11672,AirSculpt Technologies Inc,AIRSCULPT TECHNOLOGIES,AIRSCULPT TECHNOLO INC,AIRSCULPT TECHNOLO,39830,90
11680,Greenidge Generation Holdings Inc,GREENIDGE GENERATION,GREENIDGE GENERATIN HOLD INC,GREENIDGE GENERATIN HOLD,39564,86
11686,Cascadia Acquisition Corp,CASCADIA ACQUISITION,AMCI ACQUISITION CORP,AMCI ACQUISITION,34346,83
11688,Xebra Brands Ltd,XEBRA BRANDS,YERBAE BRANDS CORP,YERBAE BRANDS,145232,80
11690,Entrada Therapeutics Inc,ENTRADA THERAPEUTICS,ENTRADA THERAPUTIS INC,ENTRADA THERAPUTIS,39869,95
11695,Lulu's Fashion Lounge Holdings Inc,LULU S FASHION LOUNGE,LULU'S FASHION LOUN HOLD INC,LULU S FASHION LOUN HOLD,39882,84
11703,Alpine Acquisition Corp,ALPINE ACQUISITION,ALIGNVEST ACQUISITION CORP,ALIGNVEST ACQUISITION,24822,87
11705,Kindercare Learning Companies Inc,KINDERCARE LEARNING COMPANIES,KINDERCARE LEARNG COMPNI INC,KINDERCARE LEARNG COMPNI,39913,91
11708,Weave Communications Inc,WEAVE COMMUNICATIONS,WEAVE COMMUNICATI INC,WEAVE COMMUNICATI,39914,92
11714,Blackstone Secured Lending Fund,BLACKSTONE SECURED LENDING FUND,BLACKSTONE SECURED LENDING F,BLACKSTONE SECURED LENDING F,39989,95
11715,EBR Systems Inc,EBR SYSTEMS,REKOR SYSTEMS INC,REKOR SYSTEMS,30280,83
11720,Journey Medical Corp,JOURNEY MEDICAL,JOURNEY MEDICAL CORPO,JOURNEY MEDICAL CORPO,39941,83
11727,Orion Properties Inc,ORION PROPERTIES,COUSINS PROPERTIES INC,COUSINS PROPERTIES,3562,82
11729,Banner Acquisition Corp,BANNER ACQUISITION,GARNERO GROUP ACQUISITION CO,GARNERO ACQUISITION,20694,86
11730,CBL & Associates Properties Inc,CBL ASSOCIATES PROPERTIES,CBL & ASSOCIATES PPTYS INC,CBL ASSOCIATES PPTYS,29082,84
11732,CoinSmart Financial Inc,COINSMART FINANCIAL,SMARTFINANCIAL INC,SMARTFINANCIAL,26179,85
11733,Franklin BSP Realty Trust Inc,FRANKLIN BSP REALTY TRUST,FRANKLIN BSP REALTY TRUST IN,FRANKLIN BSP REALTY TRUST IN,28069,94
11734,Chicago Atlantic Real Estate Finance Inc,CHICAGO ATLANTIC REAL ESTATE FINANCE,CHICAGO ATLANTIC REA E F INC,CHICAGO ATLANTIC REA E F,39964,80
11739,Skycap Investment Holdings Inc,SKYCAP INVESTMENT,GLOBAL KEY INVESTMENT LTD,KEY INVESTMENT,179823,84
11741,Soar Technology Acquisition Corp,SOAR TECHNOLOGY ACQUISITION,APEX TECHNOLOGY ACQUISITION,APEX TECHNOLOGY ACQUISITION,35603,89
11751,Altura Energy Corp,ALTURA ENERGY,ASTRA ENERGY INC,ASTRA ENERGY,164699,88
11755,Plaid Technologies Inc,PLAID TECHNOLOGIES,PALATIN TECHNOLOGIES INC,PALATIN TECHNOLOGIES,29086,89
11758,Argus Capital Corp,ARGUS CAPITAL,ARES CAPITAL CORP,ARES CAPITAL,161966,88
11760,CANbridge Pharmaceuticals Inc,CANBRIDGE PHARMACEUTICALS,AERIE PHARMACEUTICALS INC,AERIE PHARMACEUTICALS,18749,87
11765,Berenson Acquisition Corp I,BERENSON ACQUISITION I,ROI ACQUISITION CORP,ROI ACQUISITION,170327,81
11770,Namib Minerals,NAMIB MINERALS,TAMINO MINERALS INC,TAMINO MINERALS,61419,83
11772,dMY Technology Group Inc VI,DMY TECHNOLOGY VI,DMY TECHNOLOGY GROUP INC,DMY TECHNOLOGY,36139,90
11773,Asep Medical Holdings Inc,ASEP MEDICAL,BASEL MEDICAL GROUP LTD,BASEL MEDICAL,50658,88
11775,Marblegate Acquisition Corp,MARBLEGATE ACQUISITION,LEGACY ACQUISITION,LEGACY ACQUISITION,32561,80
11776,Home Plate Acquisition Corp,HOME PLATE ACQUISITION,REPLAY ACQUISITION CORP,REPLAY ACQUISITION,34946,80
11786,Red Metal Resources Ltd,RED METAL RESOURCES,METALORE RESOURCES LTD,METALORE RESOURCES,20601,92
11787,PR Technology Inc,PR TECHNOLOGY,PAR TECHNOLOGY CORP,PAR TECHNOLOGY,8334,96
11798,Compass Digital Acquisition Corp,COMPASS DIGITAL ACQUISITION,E-COMPASS ACQUISITION CORP,E COMPASS ACQUISITION,23936,83
11799,Rubicon Technologies Inc,RUBICON TECHNOLOGIES,RUBICON TECHNOLOGS INC,RUBICON TECHNOLOGS,39345,95
11800,Roshni Capital Inc,ROSHNI CAPITAL,OFS CAPITAL CORP,OFS CAPITAL,16149,80
11806,AltEnergy Acquisition Corp,ALTENERGY ACQUISITION,GLOBAL PARTNER ACQUISITION,PARTNER ACQUISITION,24482,85
11810,Axe2 Acquisitions Inc,AXE2 ACQUISITIONS,AXAR ACQUISITION CORP,AXAR ACQUISITION,21378,85
11813,Draxos Capital Corp,DRAXOS CAPITAL,OFS CAPITAL CORP,OFS CAPITAL,16149,80
11815,Pyrophyte Acquisition Corp,PYROPHYTE ACQUISITION,PURE ACQUISITION CORP,PURE ACQUISITION,33324,81
11825,Allarity Therapeutics Inc,ALLARITY THERAPEUTICS,ALLARITY THERAPEUT INC,ALLARITY THERAPEUT,322154,92
11832,GCT Semiconductor Holding Inc,GCT SEMICONDUCTOR HOLDING,GCT SEMICONDUCTOR HOLDNG INC,GCT SEMICONDUCTOR HOLDNG,39903,98
11833,Fortune Rise Acquisition Corp,FORTUNE RISE ACQUISITION,TORTOISE ACQUISITION CORP,TORTOISE ACQUISITION,34805,82
11842,Cactus Acquisition Corp 1 Ltd,CACTUS ACQUISITION 1,ARTIUS ACQUISITION INC,ARTIUS ACQUISITION,36680,84
11848,Primaris Real Estate Investment Trust,PRIMARIS REAL ESTATE INVESTMENT TRUST,PRIMARIS REAL ESTA INV TRUST,PRIMARIS REAL ESTA INV TRUST,40530,86
11851,Pender Street Capital Corp,PENDER STREET CAPITAL,PINETREE CAPITAL LTD,PINETREE CAPITAL,121154,81
11852,Credo Technology Group Holding Ltd,CREDO TECHNOLOGY HOLDING,CREDO TECH GROUP HOLDING LTD,CREDO TECH HOLDING,40532,86
11856,Mandeville Ventures Inc,MANDEVILLE VENTURES,MONDIAL VENTURES INC,MONDIAL VENTURES,186235,80
11858,Infinite Acquisition Corp,INFINITE ACQUISITION,FINTECH ACQUISITION CORP,FINTECH ACQUISITION,22480,87
11862,Planet Based Foods Global Inc,PLANET BASED FOODS,MODERN PLANT BASED FOODS INC,MODERN PLANT BASED FOODS,106016,81
11866,Amego Capital Corp,AMEGO CAPITAL,AMILOT CAPITAL INC,AMILOT CAPITAL,170295,81
11868,Pharmala Biotech Holdings Inc,PHARMALA BIOTECH,PHARMACYTE BIOTECH INC,PHARMACYTE BIOTECH,155913,82
11870,Altus Copper Corp,ALTUS COPPER,ALTA COPPER CORP,ALTA COPPER,135145,87
11871,Albatros Acquisition Corp Inc,ALBATROS ACQUISITION,ALBERTON ACQUISITION,ALBERTON ACQUISITION,34240,85
11876,Kalma Capital Corp,KALMA CAPITAL,MMA CAPITAL HOLDINGS,MMA CAPITAL,63541,83
11877,Riverwalk Acquisition Corp,RIVERWALK ACQUISITION,PIVOTAL ACQUISITION CORP,PIVOTAL ACQUISITION,34590,80
11878,Aster Acquisition Corp,ASTER ACQUISITION,EASTERLY ACQUISITION CORP,EASTERLY ACQUISITION,23882,92
11880,Cardio Diagnostics Holdings Inc,CARDIO DIAGNOSTICS,CARDIO DIAGNOSTICS HOLDI INC,CARDIO DIAGNOSTICS HOLDI,39926,86
11885,Constellation Energy Corp,CONSTELLATION ENERGY,CONSTELLATION ENE CORP,CONSTELLATION ENE,40614,92
11889,Bausch + Lomb Corp,BAUSCH + LOMB,BAUSCH & LOMB CORP,BAUSCH LOMB,40605,100
11890,Canna-Global Acquisition Corp,CANNA ACQUISITION,AXAR ACQUISITION CORP,AXAR ACQUISITION,21378,85
11892,Kua Investments Inc,KUA INVESTMENTS,MURANO GLOBAL INVESTMENTS,MURANO INVESTMENTS,40124,85
11893,TLGY Acquisition Corp,TLGY ACQUISITION,LEGACY ACQUISITION,LEGACY ACQUISITION,32561,88
11899,BioPlus Acquisition Corp,BIOPLUS ACQUISITION,BGS ACQUISITION CORP,BGS ACQUISITION,170648,82
11903,Kings Entertainment Group Inc,KINGS ENTERTAINMENT,KINGS ROAD ENTERTAINMENT,KINGS ROAD ENTERTAINMENT,6452,88
11904,INX Digital Company Inc,INX DIGITAL,ORION DIGITAL CORP,ORION DIGITAL,24819,83
11906,UTA Acquisition Corp,UTA ACQUISITION,PTK ACQUISITION CORP,PTK ACQUISITION,36615,87
11908,PIMCO Access Income Fund,PIMCO ACCESS INCOME FUND,PIMCO DYNAMIC INCOME FUND,PIMCO DYNAMIC INCOME FUND,8335,82
11909,Athena Technology Acquisition Corp II,ATHENA TECHNOLOGY ACQUISITION II,APEX TECHNOLOGY ACQUISITION,APEX TECHNOLOGY ACQUISITION,35603,85
11910,APx Acquisition I Corp,APX ACQUISITION I,AXAR ACQUISITION CORP,AXAR ACQUISITION,21378,85
11913,Jackson Acquisition Co,JACKSON ACQUISITION,JAWS ACQUISITION CORP,JAWS ACQUISITION,36418,86
11915,Zalatoris Acquisition Corp,ZALATORIS ACQUISITION,ZTR ACQUISITION CORP,ZTR ACQUISITION,178029,83
11921,Target Global Acquisition I Corp,TARGET ACQUISITION I,TRINE ACQUISITION CORP,TRINE ACQUISITION,34864,81
11924,Mayfair Acquisition Corp,MAYFAIR ACQUISITION,AXAR ACQUISITION CORP,AXAR ACQUISITION,21378,86
11927,Faction Investment Group Corp,FACTION INVESTMENT,CION INVESTMENT CORP,CION INVESTMENT,23984,91
11931,Invest Acquisition Corp,INVEST ACQUISITION,ALIGNVEST ACQUISITION CORP,ALIGNVEST ACQUISITION,24822,92
11934,Spree Acquisition Corp 1 Ltd,SPREE ACQUISITION 1,PURE ACQUISITION CORP,PURE ACQUISITION,33324,86
11936,AP Acquisition Corp,AP ACQUISITION,PTK ACQUISITION CORP,PTK ACQUISITION,36615,90
11937,Ahren Acquisition Corp,AHREN ACQUISITION,AXAR ACQUISITION CORP,AXAR ACQUISITION,21378,85
11939,Pearl Holdings Acquisition Corp,PEARL ACQUISITION,EASTERLY ACQUISITION CORP,EASTERLY ACQUISITION,23882,86
11945,Dominus Acquisitions Corp,DOMINUS ACQUISITIONS,ROI ACQUISITION CORP,ROI ACQUISITION,170327,80
11948,CF Acquisition Corp VII,CF ACQUISITION VII,CF ACQUISITION CORP IV,CF ACQUISITION IV,37548,91
11952,Meraki Acquisition One Inc,MERAKI ACQUISITION ONE,TRINE ACQUISITION CORP,TRINE ACQUISITION,34864,82
11954,Vegano Foods Inc,VEGANO FOODS,VAUGHAN FOODS INC,VAUGHAN FOODS,177795,80
11956,JVR Ventures Inc,JVR VENTURES,VARCA VENTURES INC,VARCA VENTURES,185563,85
11958,AMG Acquisition Corp,AMG ACQUISITION,RMG ACQUISITION CORP,RMG ACQUISITION,34601,93
11959,C5 Acquisition Corp,C5 ACQUISITION,NBC ACQUISITION CORP,NBC ACQUISITION,152689,90
11960,Cartica Acquisition Corp,CARTICA ACQUISITION,CHART ACQUISITION CORP,CHART ACQUISITION,171140,89
11975,Lucy Scientific Discovery Inc,LUCY SCIENTIFIC DISCOVERY,LUCY SCIENTIFIC DISCOVRY INC,LUCY SCIENTIFIC DISCOVRY,40651,98
11984,Nuvau Minerals Inc,NUVAU MINERALS,NOVA MINERALS LTD,NOVA MINERALS,207014,89
11985,LDB Capital Corp,LDB CAPITAL,MDB CAPITAL HOLDINGS LLC,MDB CAPITAL,41885,91
11987,Ronin Ventures Corp,RONIN VENTURES,ELRON VENTURES LTD,ELRON VENTURES,4311,86
11989,Diamond Offshore Drilling Inc,DIAMOND OFFSHORE DRILLING,DIAMOND OFFSHRE DRILLING INC,DIAMOND OFFSHRE DRILLING,61409,98
11991,BAC Holding International Corp,BAC HOLDING,BNS HOLDING CO,BNS HOLDING,2433,82
11996,Universal Digital Inc,UNIVERSAL DIGITAL,DIGITAL RIVER INC,DIGITAL RIVER,113362,80
11997,Futuretech II Acquisition Corp,FUTURETECH II ACQUISITION,FINTECH ACQUISITION CP II,FINTECH ACQUISITION CP II,179771,80
12000,M3 Capital Corp,M3 CAPITAL,MDB CAPITAL HOLDINGS LLC,MDB CAPITAL,41885,86
12006,RZOLV Technologies Inc,RZOLV TECHNOLOGIES,EVOLV TECHNOLOGIES HOLDINGS,EVOLV TECHNOLOGIES,39280,89
12026,Galaxy Ventures Inc,GALAXY VENTURES,CALYX VENTURES INC,CALYX VENTURES,137720,83
12031,Saltire Capital Ltd,SALTIRE CAPITAL,STORE CAPITAL CORP,STORE CAPITAL,21630,86
12036,Semnur Pharmaceuticals Inc,SEMNUR PHARMACEUTICALS,SUPERNUS PHARMACEUTICALS INC,SUPERNUS PHARMACEUTICALS,186159,87
12038,Copper Property CTL Pass Through Trust,COPPER PROPERTY CTL PASS THROUGH TRUST,COPPER PROPERTY CTL PASS T T,COPPER PROPERTY CTL PASS T T,41298,85
12040,IDEX Metals Corp,IDEX METALS,GRID METALS CORP,GRID METALS,127616,82
12042,Liberty Northwest Bancorp Inc,LIBERTY NORTHWEST BANCORP,FIRST NORTHWEST BANCRP,FIRST NORTHWEST BANCRP,22975,85
12045,Caplink Ventures Inc,CAPLINK VENTURES,AXION VENTURES INC,AXION VENTURES,27297,80
12048,Global Blockchain Acquisition Corp,BLOCKCHAIN ACQUISITION,PLAINS ACQUISITION CORP,PLAINS ACQUISITION,41201,80
12051,ALDD Ventures Corp,ALDD VENTURES,BOLD VENTURES INC,BOLD VENTURES,178734,85
12055,Yotta Acquisition Corp,YOTTA ACQUISITION,GO ACQUISITION CORP,GO ACQUISITION,36719,84
12056,Verses AI Inc,VERSES AI,SES AI CORP,SES AI,37651,80
12058,Investcorp AI Acquisition Corp,INVESTCORP AI ACQUISITION,ALIGNVEST ACQUISITION II COR,ALIGNVEST ACQUISITION II COR,31546,83
12061,ConnectM Technology Solutions Inc,CONNECTM TECHNOLOGY SOLUTIONS,CONNECTM TECHNOLOGY SOLUTION,CONNECTM TECHNOLOGY SOLUTION,41174,98
12064,RSE Innovation LLC,RSE INNOVATION,PURPLE INNOVATION INC,PURPLE INNOVATION,33068,84
12065,Totec Resources Ltd,TOTEC RESOURCES,TECK RESOURCES LTD,TECK RESOURCES,10385,90
12068,AGEDB Technology Ltd,AGEDB TECHNOLOGY,APOGEE TECHNOLOGY INC,APOGEE TECHNOLOGY,14582,85
12069,VWF Bancorp Inc,VWF BANCORP,WCF BANCORP INC,WCF BANCORP,27672,91
12073,Agrinam Acquisition Corp,AGRINAM ACQUISITION,TRINE ACQUISITION CORP,TRINE ACQUISITION,34864,83
12079,Foxx Development Holdings Inc,FOXX DEVELOPMENT,FOXX DEVELOPMENT HOLDING INC,FOXX DEVELOPMENT HOLDING,41130,80
12080,Firstsun Capital Bancorp,FIRSTSUN CAPITAL BANCORP,FIRSTSUN CAP BANCORP,FIRSTSUN CAP BANCORP,41459,91
12092,Okmin Resources Inc,OKMIN RESOURCES,OSINO RESOURCES CORP,OSINO RESOURCES,33742,87
12110,SBC Medical Group Holdings Inc,SBC MEDICAL,SELECT MEDICAL HOLDINGS CORP,SELECT MEDICAL,174236,80
12111,Bluerock Homes Trust Inc,BLUEROCK HOMES TRUST,BLUEROCK HOMES TRST INC,BLUEROCK HOMES TRST,41623,97
12113,Sorrento Resources Ltd,SORRENTO RESOURCES,WARREN RESOURCES INC,WARREN RESOURCES,151632,82
12120,SP Strategic Acquisition Corp,SP STRATEGIC ACQUISITION,STRATEGIC ACQUISITIONS INC,STRATEGIC ACQUISITIONS,23369,96
12122,ACG Metals Ltd,ACG METALS,ARMCO METALS HOLDINGS INC,ARMCO METALS,178995,82
12126,CNJ Capital Investments Inc,CNJ CAPITAL INVESTMENTS,CAPITAN INVESTMENT LTD,CAPITAN INVESTMENT,163949,88
12127,Aquaron Acquisition Corp,AQUARON ACQUISITION,AXAR ACQUISITION CORP,AXAR ACQUISITION,21378,86
12132,NL2 Capital Inc,NL2 CAPITAL,NB CAPITAL CORP,NB CAPITAL,110531,86
12133,Arway Corp,ARWAY,FAIRWAY GROUP HOLDINGS,FAIRWAY,14868,83
12138,Espre Technologies Inc,ESPRE TECHNOLOGIES,PURE TECHNOLOGIES LTD,PURE TECHNOLOGIES,108218,91
12144,Verdera Energy Corp,VERDERA ENERGY,TERRA ENERGY CORP,TERRA ENERGY,66583,85
12146,Skyward Specialty Insurance Group Inc,SKYWARD SPECIALTY INSURANCE,SKYWARD SPECIALTY INS GP INC,SKYWARD SPECIALTY INS GP,41782,82
12149,Cybeats Technologies Inc,CYBEATS TECHNOLOGIES,CYMAT TECHNOLOGIES LTD,CYMAT TECHNOLOGIES,140182,89
12152,BROOKFIELD ASSET MANAGEMENT LTD,BROOKFIELD ASSET MANAGEMENT,BROOKFIELD ASSET MANAG LTD,BROOKFIELD ASSET MANAG,41817,90
12156,Mandala Capital Inc,MANDALA CAPITAL,RAND CAPITAL CORP,RAND CAPITAL,19605,81
12157,Formation Minerals Inc,FORMATION MINERALS,HORIZON MINERALS CORP,HORIZON MINERALS,11916,82
12164,GE Healthcare Technologies Inc,GE HEALTHCARE TECHNOLOGIES,GE HEALTHCARE TECHNOLOGI INC,GE HEALTHCARE TECHNOLOGI,41818,96
12166,Celestial Acquisition Corp,CELESTIAL ACQUISITION,QELL ACQUISITION CORP,QELL ACQUISITION,37037,81
12168,Hudson Acquisition I Corp,HUDSON ACQUISITION I,UNION ACQUISITION CORP,UNION ACQUISITION,33038,81
12175,E-Power Resources Inc,E POWER RESOURCES,PEDRO RESOURCES LTD,PEDRO RESOURCES,65934,81
12176,Ankh II Capital Inc,ANKH II CAPITAL,CAPITAL BANK CORP/NC,CAPITAL BANK /NC,65133,80
12178,Alphatime Acquisition Corp,ALPHATIME ACQUISITION,PRIME ACQUISITION CORP,PRIME ACQUISITION,186435,84
12180,AMC Robotics Corp,AMC ROBOTICS,ARBE ROBOTICS LTD,ARBE ROBOTICS,39724,80
12181,Horizon Space Acquisition I Corp,HORIZON SPACE ACQUISITION I,HORIZON ACQUISITION CORP II,HORIZON ACQUISITION II,37239,86
12182,TXO Partners LP,TXO PARTNERS LP,GLOBAL PARTNERS LP,PARTNERS LP,163935,85
12190,AI Unlimited Group Inc,AI UNLIMITED,DREAM UNLIMITED CORP,DREAM UNLIMITED,18033,81
12193,Can-Gow Capital Inc,CAN GOW CAPITAL,GROW CAPITAL INC,GROW CAPITAL,21055,81
12201,Nexpoint Capital Inc,NEXPOINT CAPITAL,HOME POINT CAPITAL INC,HOME POINT CAPITAL,37784,82
12203,Israel Acquisitions Corp,ISRAEL ACQUISITIONS,STRATEGIC ACQUISITIONS INC,STRATEGIC ACQUISITIONS,23369,83
12204,UpStart Investments Inc,UPSTART INVESTMENTS,PATRIA INVESTMENTS LTD,PATRIA INVESTMENTS,37776,81
12207,Eureka Capital Corp,EUREKA CAPITAL,READY CAPITAL CORP,READY CAPITAL,183029,81
12213,Fadel Partners Inc,FADEL PARTNERS,LIFE PARTNERS HOLDINGS INC,LIFE PARTNERS,5835,81
12215,Pardus Ventures Inc,PARDUS VENTURES,PRESS VENTURES INC,PRESS VENTURES,4853,83
12216,Mercer Bancorp Inc,MERCER BANCORP,MELROSE BANCORP INC,MELROSE BANCORP,21990,83
12220,America Movil SAB de CV,AMERICA MOVIL SAB DE CV,AMERICA MOVIL SAB DE C V,AMERICA MOVIL SAB DE C V,142248,94
12224,OA Capital Corp,OA CAPITAL,OFS CAPITAL CORP,OFS CAPITAL,16149,86
12228,Grayscale Solana Trust Etf,GRAYSCALE SOLANA TRUST ETF,GRAYSCALE SOLANA STAKING ETF,GRAYSCALE SOLANA STAKING ETF,42331,85
12230,Inspire Veterinary Partners Inc,INSPIRE VETERINARY PARTNERS,INSPIRE VETERINARY PRTNS INC,INSPIRE VETERINARY PRTNS,43191,94
12234,MDK Acquisition Inc,MDK ACQUISITION,DD3 ACQUISITION CORP,DD3 ACQUISITION,34184,87
12236,Hybrid Power Solutions Inc,HYBRID POWER SOLUTIONS,POWER SOLUTIONS INTL INC,POWER SOLUTIONS INTL,187169,81
12238,PFS Bancorp Inc,PFS BANCORP,FS BANCORP INC,FS BANCORP,181820,95
12243,Four Leaf Acquisition Corp,FOUR LEAF ACQUISITION,FAR PEAK ACQUISITION CORP,FAR PEAK ACQUISITION,37493,83
12249,Oak Woods Acquisition Corp,OAK WOODS ACQUISITION,JAWS ACQUISITION CORP,JAWS ACQUISITION,36418,81
12254,Atmus Filtration Technologies Inc,ATMUS FILTRATION TECHNOLOGIES,ATMUS FILTRATION TECHNLS INC,ATMUS FILTRATION TECHNLS,42033,91
12268,60 Degrees Pharmaceuticals Inc,60 DEGREES PHARMACEUTICALS,60 DEGREES PHARMACEUTICA INC,60 DEGREES PHARMACEUTICA,42890,96
12270,Alchemy Investments Acquisition Corp 1,ALCHEMY INVESTMENTS ACQUISITION 1,GP INVESTMENTS ACQUISITION,GP INVESTMENTS ACQUISITION,23713,81
12275,Ciscom Corp,CISCOM,CCOM GROUP INC,CCOM,3184,80
12277,Spark I Acquisition Corp,SPARK I ACQUISITION,PTK ACQUISITION CORP,PTK ACQUISITION,36615,82
12278,RoyaLand Company Ltd,ROYALAND,RYLAND GROUP INC,RYLAND,9302,86
12281,USA Rare Earth Inc,USA RARE EARTH,U S RARE EARTHS INC,U S RARE EARTHS,186153,83
12284,ESH Acquisition Corp,ESH ACQUISITION,HL ACQUISITION CORP,HL ACQUISITION,33731,90
12292,Bowen Acquisition Corp,BOWEN ACQUISITION,BOWX ACQUISITION CORP,BOWX ACQUISITION,36781,91
12300,Nabors Energy Transition Corp II,NABORS ENERGY TRANSITION II,NOMURA ENERGY TRANSITION ETF,NOMURA ENERGY TRANSITION ETF,43659,80
12306,Keen Vision Acquisition Corp,KEEN VISION ACQUISITION,GREENVISION ACQUISITION CORP,GREENVISION ACQUISITION,35784,91
12316,Guardian Pharmacy Services Inc,GUARDIAN PHARMACY SERVICES,GUARDIAN PHARMACY SERVIS INC,GUARDIAN PHARMACY SERVIS,43421,96
12320,Central Plains Bancshares Inc,CENTRAL PLAINS BANCSHARES,CENTRAL PLAINS BANCSHARS INC,CENTRAL PLAINS BANCSHARS,43152,98
12321,AMAX Holding Co Ltd,AMAX HOLDING,AMBER INTERNATIONAL HOLDING,AMBER HOLDING,32741,80
12322,Helio Corp,HELIO,HEICO CORP,HEICO,5567,80
12326,Stickit Technologies Inc,STICKIT TECHNOLOGIES,SLACK TECHNOLOGIES INC,SLACK TECHNOLOGIES,35133,84
12331,GeoSolar Technologies Inc,GEOSOLAR TECHNOLOGIES,SOL GEL TECHNOLOGIES LTD,SOL GEL TECHNOLOGIES,32897,88
12343,Quetta Acquisition Corp,QUETTA ACQUISITION,PURE ACQUISITION CORP,PURE ACQUISITION,33324,82
12344,Baiya International Group Inc,BAIYA,BAIYU HOLDINGS INC,BAIYU,18144,80
12345,Blusky Carbon Inc,BLUSKY CARBON,CARBON BLACK INC,CARBON BLACK,33423,80
12347,NeOnc Technologies Holdings Inc,NEONC TECHNOLOGIES,POUNCE TECHNOLOGIES INC,POUNCE TECHNOLOGIES,20998,86
12350,Clara Technologies Corp,CLARA TECHNOLOGIES,CRAILAR TECHNOLOGIES INC,CRAILAR TECHNOLOGIES,157895,89
12354,Bayview Acquisition Corp,BAYVIEW ACQUISITION,AVANTI ACQUISITION CORP,AVANTI ACQUISITION,37126,81
12364,Aimei Health Technology Co Ltd,AIMEI HEALTH TECHNOLOGY,HAOXI HEALTH TECHNOLOGY LTD,HAOXI HEALTH TECHNOLOGY,43639,87
12371,Brightspring Health Services Inc,BRIGHTSPRING HEALTH SERVICES,BRIGHTSPRING HEALTH SVCS INC,BRIGHTSPRING HEALTH SVCS,39916,92
12389,EWSB Bancorp Inc,EWSB BANCORP,ECB BANCORP INC,ECB BANCORP,40855,87
12407,xCraft Enterprises Inc,XCRAFT ENTERPRISES,MACRO ENTERPRISES INC,MACRO ENTERPRISES,162548,80
12408,Churchill Capital Corp IX,CHURCHILL CAPITAL IX,CHURCHILL CAPITAL CORP III,CHURCHILL CAPITAL III,36114,93
12411,IB Acquisition Corp,IB ACQUISITION,LVB ACQUISITION INC,LVB ACQUISITION,16565,90
12412,Proficient Auto Logistics Inc,PROFICIENT AUTO LOGISTICS,PROFICIENT AUTO LGISTICS INC,PROFICIENT AUTO LGISTICS,45319,98
12415,Bowhead Specialty Holdings Inc,BOWHEAD SPECIALTY,BOWHEAD SPECIALTY HOLDGS INC,BOWHEAD SPECIALTY HOLDGS,45327,83
12429,Centurion Acquisition Corp,CENTURION ACQUISITION,UNION ACQUISITION CORP,UNION ACQUISITION,33038,84
12431,Melar Acquisition Corp I,MELAR ACQUISITION I,M I ACQUISITIONS INC,M I ACQUISITIONS,27724,86
12437,GMTech Inc,GMTECH,GAMETECH INTERNATIONAL INC,GAMETECH,65911,86
12439,Paratus Energy Services Ltd,PARATUS ENERGY SERVICES,PEAK ENERGY SERVICES LTD,PEAK ENERGY SERVICES,107820,84
12442,GP-Act III Acquisition Corp,GP ACT III ACQUISITION,CAPITOL ACQUISITION CORP III,CAPITOL ACQUISITION III,26128,80
12447,Hornbeck Offshore Services Inc,HORNBECK OFFSHORE SERVICES,HORNBECK OFFSHORE SVCS -REDH,HORNBECK OFFSHORE SVCS REDH,150258,83
12456,Seaport Entertainment Group Inc,SEAPORT ENTERTAINMENT,SEAPORT ENTERTAINMENT GR INC,SEAPORT ENTERTAINMENT GR,45397,93
12466,NU E Power Corp,NU E POWER,E-POWER INC,E POWER,35675,82
12472,SIM Acquisition I Corp,SIM ACQUISITION I,M I ACQUISITIONS INC,M I ACQUISITIONS,27724,91
12473,Launch One Acquisition Corp,LAUNCH ONE ACQUISITION,UNION ACQUISITION CORP,UNION ACQUISITION,33038,82
12478,GigCapital7 Corp,GIGCAPITAL7,GIGCAPITAL INC,GIGCAPITAL,32796,95
12497,Voyager Acquisition Corp,VOYAGER ACQUISITION,VG ACQUISITION CORP,VG ACQUISITION,36983,85
12500,Terrestrial Energy Inc,TERRESTRIAL ENERGY,TERRA ENERGY CORP,TERRA ENERGY,66583,80
12502,A&W Food Services of Canada Inc,A W FOOD SERVICES OF CANADA,A&W FOOD SERVICES OF CDA INC,A W FOOD SERVICES OF CDA,50810,94
12505,Cayson Acquisition Corp,CAYSON ACQUISITION,CIS ACQUISITION LTD,CIS ACQUISITION,170959,85
12506,Monroe Federal Bancorp Inc,MONROE FEDERAL BANCORP,HOME FEDERAL BANCORP INC,HOME FEDERAL BANCORP,162457,86
