gvkey,year,total_assets,market_cap
30463.0,2020,,1194140030.4
30463.0,2021,3390668000,
30463.0,2021,,1493541125.57
30463.0,2022,3851500000,
30463.0,2022,,1099203662.76
30463.0,2023,3978400000,
30463.0,2023,,1374107036.24
139662.0,2007,,7946281750.30769
139662.0,2010,9261000000,
139662.0,2011,8546000000,
139662.0,2012,8194000000,
139662.0,2013,7672000000,
139662.0,2014,7202000000,
139662.0,2015,6862000000,
62655.0,2009,7843941000,
62655.0,2010,7956667000,1610494139.8
62655.0,2011,,2057430379.19999
62655.0,2011,5755167000,
62655.0,2012,5697583000,3058198447.98
62655.0,2013,2802045000,1622808438.66
62655.0,2014,2769636000,1818284759.34
62655.0,2015,2520163000,1566779324.24999
62655.0,2016,,1971013007.7
62655.0,2016,2606227000,
62655.0,2017,,1052788389.6
62655.0,2017,2503829000,
62655.0,2018,2118492000,348235988.82
62655.0,2019,2228557000,5516400.89999999
62655.0,2019,2228557000,
62655.0,2020,,2666260.435
62655.0,2021,,3558078.58049999
119013.0,2009,43727070,
119013.0,2010,81275214,205034382.78
119013.0,2011,,342534846.15
119013.0,2011,170535669,
119013.0,2012,46568125,63851973.79
119013.0,2013,55143740,19550930.5
119013.0,2014,31944571,16621919.72
119013.0,2015,30305464,17365123.6049999
119013.0,2016,,14350444.29
119013.0,2016,30993151,
119013.0,2017,,18214025.4449999
119013.0,2017,33030193,
119013.0,2018,38465386,48762973.5599999
119013.0,2019,39932830,147052603.44
119013.0,2020,39176513,119820639.84
119013.0,2021,134061952,721847541.619999
119013.0,2022,,494652498.64
119013.0,2022,93007898,
119013.0,2023,,90590428.53
106627.0,2009,5222311,
106627.0,2010,4474193,2702174.66999999
106627.0,2011,,5808437.505
106627.0,2011,3261467,
106627.0,2012,3527252,24162407.3599999
106627.0,2013,7925780,81438564.0099999
106627.0,2014,7800052,71960020.4399999
106627.0,2015,9458013,32852925.67
106627.0,2016,,22235422.7499999
106627.0,2016,7512693,
106627.0,2017,,44377350.7499999
106627.0,2017,8046784,
106627.0,2018,9514682,18741141.0449999
106627.0,2019,2747402,14765747.4899999
106627.0,2020,767218,3975393.55499999
106627.0,2021,17156000,27558098.0
106627.0,2022,,6358437.4
106627.0,2022,15917000,
106627.0,2023,,6940511.0
61321.0,2009,205934000,
61321.0,2010,234892000,539552829.38
61321.0,2011,,40412264.58
61321.0,2011,79941000,
61321.0,2012,54395000,53824411.5
61321.0,2013,31538000,54809517.8399999
61321.0,2014,27390000,43706350.21
61321.0,2015,24473000,33602560.992
61321.0,2016,,19349333.12
61321.0,2016,14308000,
61321.0,2017,,40566426.5199999
61321.0,2017,13877000,
61321.0,2018,25203000,50880445.2
61321.0,2019,61197000,153239993.78
61321.0,2020,72903000,223820802.42
61321.0,2021,114512000,268461526.92
61321.0,2022,,118097870.1
61321.0,2022,103581000,
61321.0,2023,,59410757.0559999
61356.0,2009,414670000,
61356.0,2010,367167000,352759756.56
61356.0,2011,,341347110.72
61356.0,2011,348503000,
61356.0,2012,337460000,291937814.24
61356.0,2013,378807000,381710613.56
61356.0,2014,396294000,503590071.04
61356.0,2015,416045000,468357872.58
61356.0,2016,,723314046.0
61356.0,2016,425637000,
61356.0,2017,,1729606900.0
61356.0,2017,726703000,
61356.0,2018,719576000,2199022623.0
61356.0,2019,869736000,3101929525.2
61356.0,2020,865179000,4156688259.96
61356.0,2021,1227883000,6277287695.14
61356.0,2022,,4849228832.7
61356.0,2022,1241212000,
61356.0,2023,,6030824411.7
30838.0,2009,2878100000,
30838.0,2010,,132690878.54
30838.0,2010,3186310000,
30838.0,2011,,70739176.9699999
30838.0,2011,3247882000,
30838.0,2012,,51846104.8599997
30838.0,2012,2835556000,
30838.0,2013,,111600937.58
30838.0,2013,3137884000,
30838.0,2014,,244291816.12
30838.0,2014,3259158000,
30838.0,2015,,639728209.12
30838.0,2015,3875430000,
30838.0,2016,,1203884129.8
30838.0,2016,4584665000,
30838.0,2017,,6573031599.2
30838.0,2017,37421279000,
30838.0,2018,,4969317338.69998
30838.0,2018,71177660000,
30838.0,2019,,3532565110.8
30838.0,2019,85276383000,
30838.0,2020,,3677558454.89999
30838.0,2020,111376012000,
30838.0,2021,,8260226875.99999
30838.0,2021,178469501000,
30838.0,2022,,31590974062.9999
30838.0,2022,163498604000,
30838.0,2023,,158526056216.0
64768.0,2009,13813000000,
64768.0,2010,18797000000,80790616260.0
64768.0,2011,,78717977119.5
64768.0,2011,25278000000,
64768.0,2012,32555000000,113894980000.0
64768.0,2013,40159000000,183044610000.0
64768.0,2014,54505000000,144312750000.0
64768.0,2015,64747000000,316831551559.45
64768.0,2016,,356313123601.49
64768.0,2016,83402000000,
64768.0,2017,,563535052497.25
64768.0,2017,131310000000,
64768.0,2018,162648000000,734416210197.16
64768.0,2019,225248000000,916153935004.799
64768.0,2020,321195000000,1634168480448.19
64768.0,2021,420549000000,1691002595270.8
64768.0,2022,,856938950784.0
64768.0,2022,462675000000,
64768.0,2023,,1570152607236.84
30421.0,2009,370795000,
30421.0,2010,517288000,529670665.16
30421.0,2011,,646189771.5
30421.0,2011,617056000,
30421.0,2012,955863000,1315505524.14
30421.0,2013,1071923000,1871846318.0
30421.0,2014,1287496000,2254551112.68
30421.0,2015,1778899000,3629656974.06999
30421.0,2016,,3018851359.87999
30421.0,2016,1961958000,
30421.0,2017,,3501454162.99999
30421.0,2017,1785980000,
30421.0,2018,2062204000,2747516120.44
30421.0,2019,2281057000,2550964839.35999
30421.0,2020,2426000000,3077989684.63999
30421.0,2021,2665000000,2604858211.78999
30421.0,2022,,2879457827.83999
30421.0,2022,3073000000,
30421.0,2023,,4397491370.56
127377.0,2009,1464549000,
127377.0,2010,1470314000,785615898.96
127377.0,2011,,767741525.1
127377.0,2011,1405185000,
127377.0,2012,1638939000,548991958.16
127377.0,2013,2079363000,1309407550.0
127377.0,2014,2751127000,2012597400.0
127377.0,2015,3982637000,2461905043.2
127377.0,2016,,2853116647.59
127377.0,2016,5047586000,
127377.0,2017,,4364636039.28
127377.0,2017,5429712000,
127377.0,2018,3432757000,2523738850.16
127377.0,2019,3916120000,3054128332.86
127377.0,2020,3953242000,1450379368.0
127377.0,2021,3342166000,1687519317.0
127377.0,2022,,1393944802.64
127377.0,2022,3074971000,
127377.0,2023,,3582880568.12
39571.0,2009,6042101000,
39571.0,2010,5813066000,27753866.74
39571.0,2011,,27271543.09
39571.0,2011,4778155000,
39571.0,2012,1547188000,98179062.94
39571.0,2013,1441365000,239352120.79
39571.0,2014,1411296000,278345209.3
39571.0,2015,1340960000,340576345.5
39571.0,2016,,423862456.299999
39571.0,2016,1436068000,
39571.0,2017,,815159682.859999
39571.0,2017,1605681000,
39571.0,2018,1705020000,555517556.4
39571.0,2019,1793268000,454330674.419999
39571.0,2020,1250119000,263104295.23
39571.0,2021,1210512000,729109979.2
39571.0,2022,,585170176.84
39571.0,2022,1398385000,
39571.0,2023,,1542691506.96
141197.0,2010,159179000,
141197.0,2010,,159892432.7
141197.0,2011,89374000,
141197.0,2011,,126158776.56
141197.0,2012,108073000,
141197.0,2012,,419994841.08
141197.0,2013,135988000,
141197.0,2013,,619674445.14
141197.0,2014,139053000,
141197.0,2014,,624186461.03
141197.0,2015,198207000,
141197.0,2015,,601848998.12
141197.0,2016,168900000,
141197.0,2016,,1481530942.8
141197.0,2017,279145000,
141197.0,2017,,2521950617.6
141197.0,2018,460364000,
141197.0,2018,,3036277168.5
141197.0,2019,,10610774009.55
30683.0,2009,,
30683.0,2010,,1164036743.21832
30683.0,2011,,963876172.15
30683.0,2011,,
30683.0,2012,,1077117419.88
30683.0,2013,,980161702.76
30683.0,2014,,843955403.92
30683.0,2015,,623587514.16
30683.0,2016,,567144559.8
30683.0,2016,,
30683.0,2017,,736263445.41
30683.0,2017,,
30683.0,2018,,580332842.0
30683.0,2019,738623077,657510031.35
30683.0,2020,854761821,789664780.48
30683.0,2021,633412139,574670431.0
30683.0,2022,,345478341.46
30683.0,2022,406199209,
30683.0,2023,,276179848.31
30354.0,2009,5228943000,
30354.0,2010,5064799000,3645554727.36
30354.0,2011,,3583331226.72
30354.0,2011,4989673000,
30354.0,2012,5174179000,4240072329.93
30354.0,2013,6775560000,4965236732.04
30354.0,2014,6612014000,5590210070.1
30354.0,2015,6557629000,4588306969.05
30354.0,2016,,5806246370.5
30354.0,2016,5992813000,
30354.0,2017,,6340448739.13
30354.0,2017,6439757000,
30354.0,2018,6934394000,6190748212.44
30354.0,2018,6934394000,
30354.0,2019,,9463751733.19999
30354.0,2020,,9763187674.8
30298.0,2009,2887101000,
30298.0,2010,2871835000,2282314689.2
30298.0,2011,,2153430234.27
30298.0,2011,3180992000,
30298.0,2012,3350428000,2626825890.9
30298.0,2013,3807101000,3252078844.48
30298.0,2014,3999123000,4041436662.72
30298.0,2015,4485631000,4156223148.4
30298.0,2016,,5111411447.05999
30298.0,2016,4561050000,
30298.0,2017,,5256403535.4
30298.0,2017,4623791000,
30298.0,2018,4675009000,4004002022.93999
30298.0,2019,5138244000,5074096834.86
30298.0,2020,5209417000,4117883115.27
30298.0,2021,5695138000,4654440734.58
30298.0,2022,,2943430470.84
30298.0,2022,6063376000,
30298.0,2023,,2426717272.56
30312.0,2009,247545000,
30312.0,2010,349088000,1800732175.9406
30312.0,2011,,1189207642.71558
30312.0,2011,407249000,
30312.0,2012,421872000,1496351396.28061
30312.0,2013,481145000,1995108624.29378
30312.0,2014,621533000,2104229458.54708
30312.0,2015,930629000,2457115083.86
30312.0,2016,,2097958438.19999
30312.0,2016,857334000,
30312.0,2017,,1499077347.14999
30312.0,2017,866612000,
30312.0,2018,873600000,1177227461.52
30312.0,2019,889069000,1249822656.36
30312.0,2020,997750000,1060678301.42
30312.0,2021,883247000,1054022862.16
30312.0,2022,,820570674.38
30312.0,2022,821154000,
30312.0,2023,,820198566.9
130618.0,2009,2581125000,
130618.0,2010,2856848000,3566727885.6
130618.0,2011,,4976895917.04
130618.0,2011,3339202000,
130618.0,2012,8284000000,8319046006.76
130618.0,2013,9142000000,11758205875.16
130618.0,2014,11262000000,14071184569.0
130618.0,2015,12902000000,10725035153.85
130618.0,2016,,16568359126.0399
130618.0,2016,15017000000,
130618.0,2017,,22891590437.2799
130618.0,2017,25566000000,
130618.0,2018,26664000000,20502171076.33
130618.0,2019,32755000000,24598080708.6299
130618.0,2020,31416000000,16553476458.4
130618.0,2021,31456000000,21103499999.9999
130618.0,2022,,25349885530.4399
130618.0,2022,31487000000,
130618.0,2023,,25055582730.52
65106.0,2009,2770811000,
65106.0,2010,3273271000,736537741.5
65106.0,2011,,1015635806.4
65106.0,2011,3841651000,
65106.0,2012,4040207000,1180553840.0
65106.0,2013,4791170000,2085681040.0
65106.0,2014,6766499000,3030718080.0
65106.0,2015,9879459000,4481688710.48
65106.0,2016,,6371155334.22
65106.0,2016,18890142000,
65106.0,2017,,6210958262.85
65106.0,2017,21275647000,
65106.0,2018,22388030000,2935954163.64
65106.0,2019,23555728000,3933562461.60999
65106.0,2020,27162596000,4044689320.52
65106.0,2021,26530430000,5988966149.43
65106.0,2022,,4739414033.34
65106.0,2022,27656568000,
65106.0,2023,,5637879613.08
66032.0,2009,344567000,
66032.0,2010,433070000,1122448948.15999
66032.0,2011,,930218180.879999
66032.0,2011,432919000,
66032.0,2012,399130000,973666541.89
66032.0,2013,501421000,1670521455.88
66032.0,2014,493663000,1527630277.94
66032.0,2015,487537000,1382565732.15
66032.0,2016,,1977130884.05
66032.0,2016,554410000,
66032.0,2017,,2185671228.4
66032.0,2017,621074000,
66032.0,2018,588697000,1788512422.15999
66032.0,2019,803896000,2910163154.85
66032.0,2020,903339000,4900216957.7
66032.0,2021,1014487000,5604210219.65
66032.0,2022,,4102230519.2
66032.0,2022,840096000,
66032.0,2023,,4668576140.13
179731.0,2009,8241000,
179731.0,2010,14755000,7670290.14
179731.0,2011,,7056180.0
179731.0,2011,20960000,
179731.0,2012,18741000,6091701.49999999
179731.0,2013,100558000,831755537.69
179731.0,2014,215121000,1473820004.8
179731.0,2015,351285000,2062251767.24
179731.0,2016,,660285545.599999
179731.0,2016,356136000,
179731.0,2017,,705306173.0
179731.0,2017,279080000,
179731.0,2018,192527000,259943813.5
179731.0,2018,192527000,
179731.0,2019,,2598735.33055
179731.0,2020,,3131904.846
108456.0,2010,10202465,
108456.0,2010,,2147312.62499999
108456.0,2011,,
108456.0,2011,,2166062.625
108456.0,2012,2538686,
108456.0,2012,,1855702.24999999
108456.0,2013,1907869,
108456.0,2013,,1322671.35
108456.0,2014,1331852,
108456.0,2014,,1246726.125
108456.0,2015,940100,
108456.0,2015,,4845057.74999999
108456.0,2016,1640099,
108456.0,2016,,2341823.09999999
108456.0,2017,2319496,
108456.0,2017,,17285837.5749999
108456.0,2018,3623171,
108456.0,2018,,4332849.125
108456.0,2019,4750590,
108456.0,2019,,6606983.4
108456.0,2020,3659280,
108456.0,2020,,3370361.77499999
108456.0,2021,3863052,
108456.0,2021,,11624481.85
108456.0,2022,3138098,
108456.0,2022,,3220958.83999999
108456.0,2023,2983529,
108456.0,2023,,2415719.12999999
63725.0,2009,1575054000,
63725.0,2010,1305463000,135576240.78
63725.0,2011,,166729189.56
63725.0,2011,1269524000,
63725.0,2012,1448175000,187613847.959999
63725.0,2013,1442404000,252743547.28
63725.0,2014,1615833000,272638852.68
63725.0,2015,1748396000,317272591.25
63725.0,2016,,398608575.3
63725.0,2016,1854204000,
63725.0,2017,,407824150.799999
63725.0,2017,2114377000,
63725.0,2018,2296568000,311080980.46
63725.0,2019,2473691000,419813043.76
63725.0,2020,3185744000,317856949.6
63725.0,2021,3500201000,514359065.22
63725.0,2022,,425162552.15
63725.0,2022,3613218000,
63725.0,2023,,354571992.8
115813.0,2010,43969709,
115813.0,2010,,30057414.3999999
115813.0,2011,91758886,
115813.0,2011,,28054625.9999999
115813.0,2012,113233020,
115813.0,2012,,28323126.0
115813.0,2013,,47705209.9999999
115813.0,2014,149905502,
115813.0,2014,,44464104.62
115813.0,2015,169795661,
115813.0,2015,,46298449.4999999
115813.0,2016,171465378,
115813.0,2016,,46809779.2799999
115813.0,2017,189325865,
115813.0,2017,,42015111.54
115813.0,2018,212299319,
115813.0,2018,,38813750.1
115813.0,2019,221449835,
115813.0,2019,,38555554.5199999
115813.0,2020,236903775,
115813.0,2020,,32606784.8999999
115813.0,2021,249487937,
115813.0,2021,,46122060.96
115813.0,2022,257175623,
115813.0,2022,,44420837.3999999
115813.0,2023,264034687,
115813.0,2023,,35536669.9199999
18646.0,2010,1430135,
18646.0,2010,,147615.1908
18646.0,2011,1437668,
18646.0,2011,,1533058.03
18646.0,2012,2303714,
18646.0,2012,,873715.083799999
18646.0,2013,4100000,
18646.0,2013,,4071629.8
18646.0,2014,,
18646.0,2014,,16226.2399
18646.0,2015,,
18646.0,2015,,1476.5842
18646.0,2016,,
18646.0,2016,,28050.16
18646.0,2017,,
18646.0,2017,,50490.288
18646.0,2018,,
18646.0,2018,,62271.3552
18646.0,2019,,
18646.0,2019,,58905.336
18646.0,2020,,
18646.0,2020,,1122006.4
18646.0,2021,,
18646.0,2021,,204388776.56
18646.0,2022,5820481,
18646.0,2022,,19397102.988
18646.0,2023,26718,
18646.0,2023,,8295930.0
31095.0,2009,274395000,
31095.0,2010,256644000,36209664.22
31095.0,2011,,15115717.5624
31095.0,2011,221172000,
31095.0,2012,201847000,23608845.54
31095.0,2013,172085000,7069995.16
31095.0,2014,146444000,10840749.15
31095.0,2015,142346000,6171312.5
31095.0,2016,,10110456.3494999
31095.0,2016,140665000,
31095.0,2017,,116208129.55
31095.0,2017,242980000,
31095.0,2018,253448000,81902346.3699999
31095.0,2019,236941000,132409432.32
31095.0,2020,275193000,47339288.8943
31095.0,2021,6804000,117044089.65
31095.0,2021,6804000,
31095.0,2022,,117044089.65
36430.0,2009,487273,
36430.0,2010,48317273,10644985.04
36430.0,2011,,8515988.032
36430.0,2011,212,
36430.0,2012,0,5936822.3988
36430.0,2013,0,3957881.5992
36430.0,2014,0,3957881.5992
36430.0,2015,117828,35915763.1984
36430.0,2016,,35915763.1984
36430.0,2016,3000,
36430.0,2017,,17957881.5992
36430.0,2018,23000,897894.07996
36430.0,2019,750,4489470.3998
36430.0,2020,458150,23345246.0789599
36430.0,2021,1588375,243499703.998
36430.0,2022,,125750685.3325
36430.0,2022,10233018,
36430.0,2023,,104159214.9326
62311.0,2009,6005640,
62311.0,2010,2046906,19913397.9999999
62311.0,2011,,29196212.64
62311.0,2011,3274928,
62311.0,2012,7458222,31248417.61
62311.0,2013,6839993,77918871.65
62311.0,2014,6049103,62043203.3399999
62311.0,2015,39079903,101281607.1
62311.0,2016,,80784763.5
62311.0,2016,28689166,
62311.0,2017,,63267740.9099999
62311.0,2017,23920991,
62311.0,2018,25264268,25372216.4599999
62311.0,2019,30692941,37029721.32
62311.0,2020,23484748,50881443.89
62311.0,2021,21584371,39802933.1
62311.0,2022,,14233021.5299999
62311.0,2022,15575295,
62311.0,2023,,13782786.435
144727.0,2009,56021956,
144727.0,2010,56463061,
144727.0,2010,,17682948.0
144727.0,2011,60932417,
144727.0,2011,,11184570.652
144727.0,2012,71766785,
144727.0,2012,,17045474.304
144727.0,2013,66768616,8658966.75
144727.0,2014,69860856,22546740.17
144727.0,2015,76556711,
144727.0,2015,,30445279.72
144727.0,2016,74653669,
144727.0,2016,,14389702.962
144727.0,2017,61792898,
144727.0,2017,,4854011.578
144727.0,2018,51673712,
144727.0,2018,,5600782.59
144727.0,2019,,320249.8763
144727.0,2020,,143609.81
144727.0,2021,,1436.0981
144727.0,2022,,2872.1962
144727.0,2023,,2872.1962
63930.0,2010,,
63930.0,2010,,93877101.65
63930.0,2011,76129000,
63930.0,2011,,79570198.6
63930.0,2012,73839000,
63930.0,2012,76524000,
63930.0,2012,,68987096.83
63930.0,2013,75337000,
63930.0,2013,,134714864.4
63930.0,2014,66677000,
63930.0,2014,,187661111.04
63930.0,2015,,48285938.32
63930.0,2016,57611000,
63930.0,2016,,34440258.6
63930.0,2017,50945000,
63930.0,2017,,48311470.35
63930.0,2017,36907000,
63930.0,2018,38356000,
63930.0,2018,,41731940.3399999
63930.0,2019,73081000,
63930.0,2019,,36446446.65
63930.0,2020,,45306432.4
63930.0,2021,140268000,
63930.0,2021,,166240689.12
63930.0,2022,204423000,
63930.0,2022,,185503348.2
23994.0,2010,623800000,
23994.0,2010,,997554359.999995
23994.0,2011,616588000,
23994.0,2011,,974816699.999999
23994.0,2012,626917000,
23994.0,2012,,1083183419.99999
23994.0,2013,651394000,
23994.0,2013,,1245249719.99999
23994.0,2014,670512000,
23994.0,2014,,1268898304.59999
23994.0,2015,724299000,
23994.0,2015,,1390461914.82
23994.0,2016,793795000,
23994.0,2016,,1335240128.0
23994.0,2017,805821000,
23994.0,2017,,1463848705.69
23994.0,2018,930948000,
23994.0,2018,,1530090814.37999
23994.0,2019,1149861000,
23994.0,2019,,1343176550.66999
23994.0,2020,1215536000,
23994.0,2020,,1582880376.92
23994.0,2021,1191168000,
23994.0,2021,,1660364539.19999
23994.0,2022,1219273000,
23994.0,2022,,1698282500.42999
23994.0,2023,1336890000,
23994.0,2023,,1872755905.02
61600.0,2010,1220710000,
61600.0,2010,,1234708457.95
61600.0,2011,1429483000,
61600.0,2011,,1227084630.28
61600.0,2012,1532156000,
61600.0,2012,,1740599053.05
61600.0,2013,1779624000,
61600.0,2013,,2552911622.64
61600.0,2014,1834000000,
61600.0,2014,,3056664624.72
61600.0,2015,1865021000,
61600.0,2015,,3626610434.72
61600.0,2016,2036200000,
61600.0,2016,,3500708488.68
61600.0,2017,2313400000,
61600.0,2017,,4502236504.8
141913.0,2010,2039326000,
141913.0,2010,,3686391752.02
141913.0,2011,3350531000,
141913.0,2011,,3710601182.6
141913.0,2012,2688143000,
141913.0,2012,,3573231519.89999
141913.0,2013,3125056000,
141913.0,2013,,4674158593.03
141913.0,2014,4018650000,
141913.0,2014,,5460348976.29
141913.0,2015,5779301000,
141913.0,2015,,8345154683.37
141913.0,2016,,10668135562.26
141913.0,2016,,
141913.0,2017,,15952437283.4399
141913.0,2017,12998069000,
141913.0,2018,13230774000,16290619203.66
141913.0,2019,44480162000,54809183710.4
141913.0,2020,44201545000,64483233841.7199
141913.0,2021,45279713000,38492566101.36
141913.0,2022,,26856241820.7199
141913.0,2022,44809014000,
141913.0,2023,,33069345342.0
141363.0,2009,4774673000,
141363.0,2010,5386393000,4489140944.52
141363.0,2011,,4009039379.47999
141363.0,2011,5881190000,
141363.0,2012,5613089000,3308600593.43999
141363.0,2013,5032186000,3971411117.22
141363.0,2014,4918796000,4497921004.5
141363.0,2015,5125525000,3123231727.8
141363.0,2016,,3908609971.2
141363.0,2016,5030545000,
141363.0,2017,,2786333438.2
141363.0,2017,6535233000,
141363.0,2018,6349140000,2240460975.48
141363.0,2019,6185992000,2786257708.3
141363.0,2020,5817018000,1573505627.54
